Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2018,5,25,objective,,,,"When Nehemiah received the report about the ruin in Jerusalem, he __________","Wept, fasted and prayed",Put on sack clothes,Refused to serve Artaxerxes,Confronted the King,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48693?exam_type=waec&exam_year=2018&type=obj&page=5
2018,6,26,objective,,,,"King Nebuchadnezzar issued a decree that no one should speak against the God of Shadrach, Meshach and Abednego because_________",He is God who destroys,No other god could deliver like him,He listens to the cry of the afflicted,He easily performs miracles,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48698?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,27,objective,,,,"Before Amos became a prophet, he was a _______",Judge,Seer,Tent Maker,Farmer,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48699?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,28,objective,,,,"The name of Hosea's daughter ""Not Pitied"" means God will_______",Punish the house of Jehu for the blood of Israel,No longer have the pity on the house of Israel,No longer have pity on the house of Judah,Deny Judah his protective presence,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48701?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,29,objective,,,,Jesus was baptized by John in order to_______,Confirm John's power,Please the jews,Fulfill all righteousness,Identify with the sinners,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48702?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,30,objective,,,,He will give his Angels charge of you.....and on their hands they will bear you up What reply was given on this occasion?,You shall not tempt the Lord your God,Man shall not live by bread alone,You shall worship the Lord your God,Only God shall you serve,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48732?exam_type=waec&exam_year=2018&type=obj&page=6
2018,7,31,objective,,,,Before the call of James and John. Jesus met them helping their Father to__________,Catch fish in the sea,Mend the fishing nets,Collect Tax,Bury the dead,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48733?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,32,objective,,,,"Whoever does not bear his own cross and come after me, cannot be my disciple This statement means____________",Discipleship demands total commitment,A Disciple must carry his cross,A Disciple must bear his problems alone,Death on the cross awaits any true Disciple,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48735?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,33,objective,,,,"The response to Peter's question, Lord how often shall my brother sin against me and i forgive him? Meant that forgiveness is ___________",Unconditional,Limitless,Conditional,Countable,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48736?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,34,objective,,,,The prayer of Jesus at Gethsemane shows that he _________,Was in severe agony,Wanted to escape death,Needed the support of his disciples,Had been abandoned by God,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48738?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,35,objective,,,,Which of these did not happen immediately Jesus gave up the ghost?,The guards were scared and fled,The Saints were risen,The Curtain divided into two,The Earth shook,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48739?exam_type=waec&exam_year=2018&type=obj&page=7
2018,8,36,objective,,,,"According to Mark, one of the women who witness the burial of Jesus was Mary, the________",Sister of Martha,Mother of Philip,Mother of Jesus,Mother of James,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48745?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,37,objective,,,,The prophecy of Peter denying his Master was fulfilled____________,During Christ's arrest,During Christ's trial,On the day of Crucifixion,On the Resurrection day,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48748?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,38,objective,,,,Judas Iscariot was replaced by_________-,Nicolaus,Barsabbas,Silas,Matthias,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48750?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,39,objective,,,,Ananias and Sapphira were punished because they___________,Did not live as good couple,Were greedy and covetous,Lied to the holy spirit,Lied to the Apostles,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48752?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,40,objective,,,,The reason for appointing the seven deacons was to________,Spread the gospel,Performed Miracles,Serve table,Visit the converts,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48756?exam_type=waec&exam_year=2018&type=obj&page=8
2018,9,41,objective,,,,"I am Jesus, whom you are persecuting;........ The men who were present with Saul were amazed because they____________",Experienced the power of God,Heard the voice of an angel,Witnessed the appearance of an angel,Heard the voice but no one saw me,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48759?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,42,objective,,,,"To save Saul's life in Damascus, the Disciples helped him escape_______",Through the city gate,By jumping over the city fence,By disguising himself,Through a basket over the wall,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48762?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,43,objective,,,,"I was in the city of joppa praying; and in a trance, i saw a vision.......... What was the outcome of this vision?",Peter ate forbidden fruit for the first time,Gentiles were circumcised for the first time,Peter was praised by believers in Jerusalem,Gentiles received the word of God,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48768?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,44,objective,,,,"According to James, a true religion is the one that pays attention to _________",Orphans and Widows,Performance of Miracles,Prosperity of Members,Praying and Fasting,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/48770?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,45,practical,,,,The person used by James to illustrate his teachings on Prayer was____________,Rahab,Isaac,Job,Elijah,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48772?exam_type=waec&exam_year=2018&type=obj&page=9
2018,10,46,theory,,,,Peter describes Christians as a *chosen race* because they__________,Declare God's wonderful deeds,Have all been anointed,Have become born again,Will be honored in heaven,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48773?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,47,objective,,,,Peter admonished Christains not to use their freedom as _________,License to disrespect authority,Pretext for evil,Reason for discrimination,Liberty to live carelessly,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/48775?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,48,objective,,,,The very stone which the builders rejected has become the head of the cornerstone. The head of the cornerstone refers to ________,Saul of Tarsus,Simon Peter,John the Baptist,Jesus Christ,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/48776?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,49,objective,,,,"According to Peter, Christians should emulate Christ because he_____________",Suffered for our sins on the cross,Was crucified unjustly,Redeemed Christians by his blood,Provided all our needs,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/48777?exam_type=waec&exam_year=2018&type=obj&page=10
