Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,3,12,objective,,,,Samuel said that rebellion was as the sin of divination just as stubbornness was as,iniquity and idolatory,sinful as disobedience,iniquity and murder,sinful as adultery,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46228?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,13,objective,,,,**''Does the Lord have great delight in burnt offerings and sacrfices as in obeying the voice of the Lord?** These words were directed to king,Ahab,Saul,Agag,David,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46230?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,14,objective,,,,"After Saul's death on Mount Gilboa, the Philistines",burnt his body near the tamarisk tree,sent his head to Dagon their god,made a sport of him at Bethshan,buried his sons in a mass grave,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46231?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,15,objective,,,,"Although David was regarded as a man after God's heart, he acted badly before God when he",refused to slay Saul in the wilderness of Kish,remained at home while his troops were on the battle field,imprisoned Nathan for condermning him,committed sins of adultery and murder,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46232?exam_type=waec&exam_year=2015&type=obj&page=3
2015,4,16,objective,,,,The Hebrew kingdom broke up because of,prophet Ahijah's curse against Solomon,Solomon's marriage to foreign women,Rehoboam's efforts to rule Shechem,Rehoboam's refusal to grant the Northerners' petition,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46233?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,17,objective,,,,Josiah sent the ashes of the burnt vessels of Baal to Bethel in order to,desecrate the golden calf being worshipped,desecrate the place for child sacrifice,despoil the high places of Asherah,consecrate that place for Yahweh worship,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46234?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,18,objective,,,,King Nebuchadnezzar mounted his golden image on / at,the plain of Dura,the plain of Jericho,the sea of Arabab,susa of Babylon,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46235?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,19,objective,,,,Daniel disobeyed King Darius by,refusing to honour the Persian gods,refusing to be made president of the Satraps,celebrating Jewish festival in a foreign land,praying three times daily for thirty days,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46236?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,20,objective,,,,The Judean King who revolted against Babylon after serving her for three years was,Jehoahaz,Jehoiakim,Jehoiachin,Zedekiah,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46237?exam_type=waec&exam_year=2015&type=obj&page=4
2015,5,21,objective,,,,The Judean King who revolted against Babylon after serving her for three years was,Jehoahaz,Jehoiakim,Jehoiachin,Zedekiah,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46238?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,22,objective,,,,Nehemiah showed concern for his nation by,reviving Yahweh worship,rebuilding the temple,reconstructing Jerusalem walls,leading exiles home,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46239?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,23,objective,,,,The tribes which led the Jews in rebuilding the temple were,Judah and Benjamin,Levi and Gad,Ephraim and Manasseh,Reuben and Zebulun,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46240?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,24,objective,,,,Amos satirically invited the Jews to come to Bethel and Gilgal in order to,repent,worship,transgress,pacify,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46241?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,25,theory,,,,Hosea described the relationship between God and Israel as,a covenant contrat,a marriage bond,a marriage reunion,an agreement bond,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46242?exam_type=waec&exam_year=2015&type=obj&page=5
2015,6,26,objective,,,,Jesus baptism was significant because it,initiated him into Judaism,cleansed Him from sin,awakened the messianic spirit in Him,marked the call into the messianic ministry,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46243?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,27,objective,,,,"''If you are the son of God, throw yourself down from here''. This temptation implies that Jesus should",win followers through the use of spectacular miracles,win coverts through the supply of basic needs,allow angels to minister unto Him,use scripturs to overcome the devil,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46244?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,28,objective,,,,The two old Testament books that were used in the temptation stories were,Genesis and Proverbs,Leviticus and Lamentation,Numbers and Ecclesiastes,Deuteronomy and Psalms,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46245?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,29,comprehension,,,,"**''For he was astonished, and all that were with him, at the catch of fish which they had taken ''** The people being referred to in the text were","Matthew, John and Andrew","Matthias, John and Peter","James , Peter and John","Simon, Andrew and Thomas",C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46247?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,30,objective,,,,Jesus taught that Christians should forgive their neighbours' sins,three time only,seventy times seven times (70 x 7),seventy seven times seven times,as many times as possible,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46248?exam_type=waec&exam_year=2015&type=obj&page=6
2015,7,31,objective,,,,"In the garden of Gethsemane , Jesus",was arrested,was crucified,rebuked Judas Iscariot,prayed for peace,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46249?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,32,objective,,,,During Jesus trial some people discovered that Peter was Jesus followers because of his,Pharisaic attire,Galilean accent,attack on the maid,anger against the jews,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46250?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,33,objective,,,,Which of the following incidents occurred during Jesus trial before Caiaphas?,The preference of Barabbas to Jesus,The question of payment of tribute,Accusationof Jesus as a rioter,The seeking of false witness against Jesus,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46251?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,34,objective,,,,Discipleship requires self-denial and complete,tolerance,forgiveness,commitment,purification,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46252?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,35,objective,,,,**''This is the King of the Jews''.** This inscription on the cross was meant to show Jesus',charge,punishment,victory,messiaship,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46253?exam_type=waec&exam_year=2015&type=obj&page=7
2015,8,36,objective,,,,How many groups of people mocked at Jesus on the cross according to ST Mark's gospel?,Two,Three,Four,Five,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46254?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,37,objective,,,,"''Mary Magdalene and the other Mary went to see the sepulchre.'' ''The other Mary '',according to St Mark was the mother of",James and Joses,James and John,Simon and Andrew,Thomas and John Mark,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46255?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,38,objective,,,,The resurrection story encourages Christians to believe that the Lord they adore is,still alive today,a miracle working God,Lord over evils,powerful and just,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46256?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,39,objective,,,,As a result of Peter's speech on Pentecost day,the dispute over drunkenness was resolved,the prophecies of Joel were vindicated,the religious leaders accepted Jesus resurrection,many Jewish souls joined christianity,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46257?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,40,objective,,,,To which religious party did Gamaliel belong? The,Zealots,Sadducees,Pharisees,Herodians,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46258?exam_type=waec&exam_year=2015&type=obj&page=8
2015,9,41,objective,,,,"**''And we are witnesses to these things, and so is the Holy Spirit whom God has given to those who obey him''''These things''** The disciples' statement before the Sanhedrin refers to",the election of Matthias,out pouring of the holy spirit,the miracles and teaching of Jesus,death and resurrection of Jesus Christ,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46259?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,42,objective,,,,Stephen was appointed as a deacon to,preach to the gentile world,perform signs and wonders of Jesus,cater for the poor and needy,defend Christianity as a true religion,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46260?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,43,objective,,,,The importance of the parable of the unmerciful servant is that Christians should,allow mercy to take precedence over justice,avoid discrimination against one another,be faithful and not to betray their trust,use wealth diligently and honestly,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46261?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,44,objective,,,,The visitors of Peter after his vision at Joppa were from,Jerusalem,Samaria,Caesarea,Antioch,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46262?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,45,objective,,,,"When Rhoda reported that Peter was at the door, the inmates retorted that",''you are a liar'',''you are mad'',''Peter is alive'',''Peter is dead'',B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46263?exam_type=waec&exam_year=2015&type=obj&page=9
2015,10,46,objective,,,,James maintained that the double-minded man would not have his prayers answered because he,is unstable in all his ways,asks for things with selfish motives,prayers with unforgiving hearts,intercedes with a sinful heart,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46264?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,47,objective,,,,"Which of the following, according to James is an important factor for effective prayer?",Love,Faith,Hope,Mercy,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46265?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,48,objective,,,,Partiality according to James is manifested in the Church through,discrimination,charity,affection,impartiality,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46266?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,49,objective,,,,"To be a good citizen, Peter advised believers to honour all men and",live as free men,love the brotherhood,obey their lawful masters,love reading the scriptures,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46267?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,50,objective,,,,Peter encouraged the church to humble themselves before God so that He would,exonerate them,not punish them,exalt them,not disown them,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46268?exam_type=waec&exam_year=2015&type=obj&page=10
