Year,Page,Question_Number,Question_Type,Instruction,Passage,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,4,19,objective,,,"*From the words lettered A-D, choose the word thatbest completeseach of the following sentences.* Tom's father gave him a valuable gift as an ______ to make him work harder in school.",incentive,attraction,interest,offer,A,https://myschool.ng/classroom/english-language/71652?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,20,objective,,,"*From the words lettered A-D, choose the word thatbest completeseach of the following sentences.* We have no yet heard the weather _______.",forecast,broadcast,prediction,announcement,A,https://myschool.ng/classroom/english-language/71653?exam_type=waec&exam_year=2024&type=obj&page=4
2024,5,21,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. Ojo was cautioned not to jangle the old man's nerve. This means that Ojo was cautioned not to",harass the old man,annoy the old man,disturb the old man,tease the old man,B,https://myschool.ng/classroom/english-language/71654?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,22,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. Amina was completely swept off her feet the first time she met Gabriel. This means that she",fell deeply in love,was pleasantly surprised,trusted him completely,became utterly confused,A,https://myschool.ng/classroom/english-language/71655?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,23,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. His response showed that he kept abreast of events in the country. This means that he was",mindful of events,involved in events,well-informed about events,curious about events,C,https://myschool.ng/classroom/english-language/71656?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,24,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. Our school is the last but one on that road. This means that the school is",the very last building,one of the last buildings,the one after the last,the one before the last,D,https://myschool.ng/classroom/english-language/71657?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,25,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. The new shopping plaza is easy on the eye. This means that the shopping plaza is",grandiose,cool,attractive,expensive,C,https://myschool.ng/classroom/english-language/71658?exam_type=waec&exam_year=2024&type=obj&page=5
2024,6,26,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. That nonchalant attitude of Jonah irks me. This means that Jonah's attitude",baffles me,irritates me,amazes me,amuses me,B,https://myschool.ng/classroom/english-language/71659?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,27,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. A good friend is supposed to be with you through thick and thin. This means that a good friend should",be prepared for any eventuality,stand by you in good times and bad times,accompany you everywhere you go,always advise you,B,https://myschool.ng/classroom/english-language/71660?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,28,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. Willy has been under the weather for some days. This means that Willy has been",sad,ill,in the rain,outside the country,B,https://myschool.ng/classroom/english-language/71661?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,29,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. Taya was beaten at his own game. This means that",Taya' strategies were leaked,Taya missed the target,Taya forgot his own tactics,Taya's methods were used to defeat him,D,https://myschool.ng/classroom/english-language/71662?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,30,objective,,,"After each of the following sentences, a list of possible interpretations is given. Choose the interpretation that is given. Choose the interpretation that is **most appropriate** for each sentence. We never believed that Father would pull through that fever. This means that we did not believe that he would",recover from the sickness,acquire immunity to the fever,die from the sickness,suffer for so long,A,https://myschool.ng/classroom/english-language/71663?exam_type=waec&exam_year=2024&type=obj&page=6
2024,7,31,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. It is _apparent_ that John damaged the desk.",noticed,evident,recognised,acknowledged,B,https://myschool.ng/classroom/english-language/71664?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,32,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. Some of the merchant's goods were _impounded_ by the customs officers",intercepted,delayed,confiscated,screened,C,https://myschool.ng/classroom/english-language/71665?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,33,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. My trust in Abah suddenly began to _wane_ .",dissipate,disappear,deteriorate,decrease,D,https://myschool.ng/classroom/english-language/71666?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,34,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. Some believe it is _ominous_ for the owl to perch on the roof of a house.",forbidden,portentous,prophetic,suspicious,B,https://myschool.ng/classroom/english-language/71667?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,35,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. The new shopping mall is on the _fringe_ of the town.",limit,outside,middle,edge,D,https://myschool.ng/classroom/english-language/71668?exam_type=waec&exam_year=2024&type=obj&page=7
2024,8,36,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. The supervisor _spurned_ the offer of help from the cleaner.",rebuffed,denied,defied,refuted,A,https://myschool.ng/classroom/english-language/71669?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,37,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. I have _eventually_ found the book.",actually,lately,presently,finally,D,https://myschool.ng/classroom/english-language/71670?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,38,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. It is good for a child to be unduly _inquisitive_ .",naughty,playful,curious,troublesome,C,https://myschool.ng/classroom/english-language/71671?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,39,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. Kofi is rather _audacious_ ; he jumps off high fences.",daring,smart,active,agile,A,https://myschool.ng/classroom/english-language/71672?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,40,objective,,,"From the words lettered A-D below each of the following sentences, choose the word or group of words that is **nearest in meaning** to the underlined word as it is used in the sentences. The criminal approached the crowd _menacingly_ .",stealthily,cunningly,calculatedly,threateningly,D,https://myschool.ng/classroom/english-language/71673?exam_type=waec&exam_year=2024&type=obj&page=8
2024,9,41,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. He said that they ______ painting the house by then.",will have finished,would have finished,will finish,would finish,B,https://myschool.ng/classroom/english-language/71674?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,42,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. I will wear my _______ dress to the dance.",blue silk new,blue new silk,new blue silk,silk blue new,C,https://myschool.ng/classroom/english-language/71675?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,43,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. If I _____ an eagle, I would fly to distant lands.",was,were,am,be,B,https://myschool.ng/classroom/english-language/71676?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,44,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. The teacher needs ______ to write the note on the chalkboard.",chalks,a chalk,some chalk,many chalks,C,https://myschool.ng/classroom/english-language/71677?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,45,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. The man said that he ________",had eaten there the previous day,ate here yesterday,has eaten there before,had eaten there yesterday,A,https://myschool.ng/classroom/english-language/71678?exam_type=waec&exam_year=2024&type=obj&page=9
2024,10,46,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. To be healthy, we need to eat a _______ diet every day.",balanced,complete,mixed,delicious,A,https://myschool.ng/classroom/english-language/71679?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,47,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. I can rustle _____ an omelette - at least.",out,up,on,off,B,https://myschool.ng/classroom/english-language/71680?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,48,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Banku was ______ unhappy after the fight.",very,too,much,such,A,https://myschool.ng/classroom/english-language/71681?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,49,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Everything would be _____ cheaper in the sales.",greatly,considerably,strongly,most,B,https://myschool.ng/classroom/english-language/71682?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,50,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. The boot of my new car was ______ in the accident.",cracked,dented,chipped,marked,B,https://myschool.ng/classroom/english-language/71683?exam_type=waec&exam_year=2024&type=obj&page=10
2024,11,51,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Parents should create an environment _____ their children can grow.",in which,what,from where,in that,A,https://myschool.ng/classroom/english-language/71684?exam_type=waec&exam_year=2024&type=obj&page=11
2024,11,52,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Parents should create an environment _____ their children can grow.",in which,what,from where,in that,A,https://myschool.ng/classroom/english-language/71685?exam_type=waec&exam_year=2024&type=obj&page=11
2024,11,53,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. In spite of their shortcomings, we cannot _____ admire them.",yet,though,but,however,C,https://myschool.ng/classroom/english-language/71686?exam_type=waec&exam_year=2024&type=obj&page=11
2024,11,54,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Amadi's plan _____ at the last moment.",fell down,fell on,fell through,fell off,C,https://myschool.ng/classroom/english-language/71687?exam_type=waec&exam_year=2024&type=obj&page=11
2024,11,55,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. You think I am hungry, ______?",am I,don't you,aren't I,isn't I,B,https://myschool.ng/classroom/english-language/71688?exam_type=waec&exam_year=2024&type=obj&page=11
2024,12,56,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Maria ______ tears when she was told that she failed the final examination.",broke to,broke up,broke with,broke into,D,https://myschool.ng/classroom/english-language/71689?exam_type=waec&exam_year=2024&type=obj&page=12
2024,12,57,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Jide _____ before I arrived.",could have eat,had eaten,must had eaten,have eaten,B,https://myschool.ng/classroom/english-language/71690?exam_type=waec&exam_year=2024&type=obj&page=12
2024,12,58,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. He claimed to be an expert, but he knew next to ______ about it.",everything,nothing,something,everything,B,https://myschool.ng/classroom/english-language/71691?exam_type=waec&exam_year=2024&type=obj&page=12
2024,12,59,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. _____ the textbooks, he advised his daughter to face her studies.",Having being to buy,Having bought,Having buying,Having been bought,B,https://myschool.ng/classroom/english-language/71692?exam_type=waec&exam_year=2024&type=obj&page=12
2024,12,60,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Deficiency ____ just one essential vitamin may cause illness.",on,in,from,for,B,https://myschool.ng/classroom/english-language/71693?exam_type=waec&exam_year=2024&type=obj&page=12
2024,13,61,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. This is the ______ he has submitted his assignment since joining the class.",early,later,earliest,lately,C,https://myschool.ng/classroom/english-language/71694?exam_type=waec&exam_year=2024&type=obj&page=13
2024,13,62,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. It is wise to ______ with what one has rather than go borrowing.",make out,make up,make do,make over,C,https://myschool.ng/classroom/english-language/71695?exam_type=waec&exam_year=2024&type=obj&page=13
2024,13,63,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. The teacher was _______ hasty in meting out punishment",more,much,scarcely,somewhat,D,https://myschool.ng/classroom/english-language/71696?exam_type=waec&exam_year=2024&type=obj&page=13
2024,13,64,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Everybody should treat their parents with respect, _______?",should they,shouldn't they,shouldn't we,should we,B,https://myschool.ng/classroom/english-language/71697?exam_type=waec&exam_year=2024&type=obj&page=13
2024,13,65,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. The experienced clerk found herself at ________.",a crossroad,some crossroads,a crossroads,the crossroad,C,https://myschool.ng/classroom/english-language/71698?exam_type=waec&exam_year=2024&type=obj&page=13
2024,14,66,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. We are playing ____ the problems of the company.",off,up,out,down,D,https://myschool.ng/classroom/english-language/71699?exam_type=waec&exam_year=2024&type=obj&page=14
2024,14,67,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. You _______ have walked home alone so late at night.",would not,might not,ought not to,need not to,C,https://myschool.ng/classroom/english-language/71700?exam_type=waec&exam_year=2024&type=obj&page=14
2024,14,68,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Did you notice that the _______ had been removed??",price's tag,price tag,prices tag,prices' tag,B,https://myschool.ng/classroom/english-language/71701?exam_type=waec&exam_year=2024&type=obj&page=14
2024,14,69,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. One has to be careful of ____ friends.",his,their,your,one's,D,https://myschool.ng/classroom/english-language/71702?exam_type=waec&exam_year=2024&type=obj&page=14
2024,14,70,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. It is mandatory that consumables should have _____ dates.",sell-by,sell-out,sell-off,sell-on,A,https://myschool.ng/classroom/english-language/71703?exam_type=waec&exam_year=2024&type=obj&page=14
2024,15,71,objective,,,"From the words or group of words lettered A-D, choose the word or group of words that **best completes** each of the following sentences. Don't judge the boy ______ his past.",from,at,by,for,C,https://myschool.ng/classroom/english-language/71704?exam_type=waec&exam_year=2024&type=obj&page=15
2024,15,72,objective,,,What option best completes the gap labelled 71?,period,reign,tenure,era,C,https://myschool.ng/classroom/english-language/71705?exam_type=waec&exam_year=2024&type=obj&page=15
2024,15,73,objective,,,What option best completes the gap labelled 72?,candidates,aspirants,applicants,competitors,A,https://myschool.ng/classroom/english-language/71706?exam_type=waec&exam_year=2024&type=obj&page=15
2024,15,74,objective,,,What option best completes the gap labelled 73?,promise,speech,mandate,manifestoes,D,https://myschool.ng/classroom/english-language/71707?exam_type=waec&exam_year=2024&type=obj&page=15
2024,15,75,objective,,,What option best completes the gap labelled 74?,lobbying,canvassing,buying,driving,B,https://myschool.ng/classroom/english-language/71708?exam_type=waec&exam_year=2024&type=obj&page=15
2024,16,76,objective,,,What option best completes the gap labelled 75?,suffrage,right,charter,declaration,A,https://myschool.ng/classroom/english-language/71709?exam_type=waec&exam_year=2024&type=obj&page=16
2024,16,77,objective,,,What option best completes the gap labelled 76?,recommended,approved,eligible,suitable,C,https://myschool.ng/classroom/english-language/71710?exam_type=waec&exam_year=2024&type=obj&page=16
2024,16,78,objective,,,What option best completes the gap labelled 77?,booths,boxes,stations,compartments,C,https://myschool.ng/classroom/english-language/71711?exam_type=waec&exam_year=2024&type=obj&page=16
2024,16,79,objective,,,What option best completes the gap labelled 78?,endorsement,accreditation,validation,approval,B,https://myschool.ng/classroom/english-language/71712?exam_type=waec&exam_year=2024&type=obj&page=16
2024,16,80,objective,,,What option best completes the gap labelled 79?,presiding officer,returning officer,registration officer,electoral agent,B,https://myschool.ng/classroom/english-language/71713?exam_type=waec&exam_year=2024&type=obj&page=16
2024,17,81,objective,,,What option best completes the gap labelled 80?,chosen,appointed,announced,called,C,https://myschool.ng/classroom/english-language/71714?exam_type=waec&exam_year=2024&type=obj&page=17
2024,17,82,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* w _o_ men",red,rid,bead,cool,B,https://myschool.ng/classroom/english-language/71715?exam_type=waec&exam_year=2024&type=obj&page=17
2024,17,83,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* p _ear_ l",curtain,fear,care,sergeant,A,https://myschool.ng/classroom/english-language/71716?exam_type=waec&exam_year=2024&type=obj&page=17
2024,17,84,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* _e_ dit",many,earthy,forte,meaty,A,https://myschool.ng/classroom/english-language/71717?exam_type=waec&exam_year=2024&type=obj&page=17
2024,17,85,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* p _e_ nal",penalty,reality,receipt,pleasant,C,https://myschool.ng/classroom/english-language/71718?exam_type=waec&exam_year=2024&type=obj&page=17
2024,18,86,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* p _a_ ssage",message,package,mortar,partner,B,https://myschool.ng/classroom/english-language/71719?exam_type=waec&exam_year=2024&type=obj&page=18
2024,18,87,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* c _oar_ se",coax,chore,road,rod,B,https://myschool.ng/classroom/english-language/71720?exam_type=waec&exam_year=2024&type=obj&page=18
2024,18,88,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* st _i_ pend",still,free,bear,kite,D,https://myschool.ng/classroom/english-language/71721?exam_type=waec&exam_year=2024&type=obj&page=18
2024,18,89,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* d _u_ mb",comb,pupil,urban,month,D,https://myschool.ng/classroom/english-language/71722?exam_type=waec&exam_year=2024&type=obj&page=18
2024,18,90,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* d _u_ mb",comb,pupil,urban,month,D,https://myschool.ng/classroom/english-language/71723?exam_type=waec&exam_year=2024&type=obj&page=18
2024,19,91,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* w _o_ lf",golf,scold,crude,wood,D,https://myschool.ng/classroom/english-language/71724?exam_type=waec&exam_year=2024&type=obj&page=19
2024,19,92,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* m _a_ nure",party,search,again,bad,C,https://myschool.ng/classroom/english-language/71725?exam_type=waec&exam_year=2024&type=obj&page=19
2024,19,93,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* h _o_ st",now,hoarse,thought,known,D,https://myschool.ng/classroom/english-language/71726?exam_type=waec&exam_year=2024&type=obj&page=19
2024,19,94,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* st _ea_ k",stake,mead,meadow,bellow,A,https://myschool.ng/classroom/english-language/71727?exam_type=waec&exam_year=2024&type=obj&page=19
2024,19,95,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* br _u_ te",should,stood,lose,brought,C,https://myschool.ng/classroom/english-language/71728?exam_type=waec&exam_year=2024&type=obj&page=19
2024,20,96,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* s _ou_ th",drought,foal,southerners,doughy,A,https://myschool.ng/classroom/english-language/71729?exam_type=waec&exam_year=2024&type=obj&page=20
2024,20,97,objective,,,"*From the words lettered A to D, choose the word that has thesame vowel soundas the one represented by the letter(s) underlined.* pl _oy_",plough,law,noise,sort,C,https://myschool.ng/classroom/english-language/71730?exam_type=waec&exam_year=2024&type=obj&page=20
2024,20,98,objective,,,"*From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined.* e _sc_ ape",lacks,exact,scene,school,D,https://myschool.ng/classroom/english-language/71731?exam_type=waec&exam_year=2024&type=obj&page=20
2024,20,99,objective,,,"*From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined.* _ch_ ute",loch,usual,sugar,choose,C,https://myschool.ng/classroom/english-language/71732?exam_type=waec&exam_year=2024&type=obj&page=20
2024,20,100,objective,,,"*From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined.* _sc_ ion",cars,barks,sure,zoo,B,https://myschool.ng/classroom/english-language/71733?exam_type=waec&exam_year=2024&type=obj&page=20
2024,21,101,objective,,,"*From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined.* su _t_ ure",chalet,badge,chalk,city,C,https://myschool.ng/classroom/english-language/71734?exam_type=waec&exam_year=2024&type=obj&page=21
2024,21,102,objective,,,"*From the words lettered A to D, choose the word that has the same consonant sound(s) as the one represented by the letter(s) underlined.* _wh_ ole",white,ewe,house,sword,C,https://myschool.ng/classroom/english-language/71735?exam_type=waec&exam_year=2024&type=obj&page=21
