Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2023,3,11,objective,,,,King Ahab became sad and discontent in his palace as a result of,his inability to secure Naboth's vineyard.,the deeds of Jezebel towards Naboth,the conspiracy of the nobles against Naboth,the punishment God promised his household.,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/69367?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,12,objective,,,,Eli's failure to decisively discipline his children led to all the following except the,capture of the Ark of the Covenant.,collapse of his priestly lineage.,institution of monarchy in Israel,humiliation of Israel by the Philistines.,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69371?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,13,objective,,,,"According to Samuel, Saul's stubbornness against God is comparable to",murder,divination,idolatry,lying,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69374?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,14,objective,,,,"Behold, to obey is better than to sacrifice, and to harken than the fat of rams.... It can be inferred from this statement that God",prefers offering to sacrifices,prefers obedience to sacrifices,accept only Holy offerings,abhors all forms of sacrifices,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69377?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,15,objective,,,,Why then did you not obey the voice of the Lord? Why did you swoop on the soil and do what was evil in the sight of the Lord? The offence of the addressee was that he,spared the Kenites,spared Agag and the fatty animal of Amalek,totally disobeyed David's voice,sacrificed to God without Samuel's approval.,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69380?exam_type=waec&exam_year=2023&type=obj&page=3
2023,4,16,objective,,,,Which of the following personalities accompanied David in his search for Saul in the wilderness of Ziph?,Abishai,Joab,Abner,Ahimelech,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/69387?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,17,objective,,,,In which of the following ways did David demonstrate his submission to the will of God? He,Married Saul's daughter,spared the life of Saul,fought Goliath to save lsrael,accepted to rule lsrael,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69389?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,18,objective,,,,The construction of the Temple by Solomon was in fulfilment of God's prophecy to:,Samuel,Saul,El,David,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69390?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,19,objective,,,,What was Solomon's response when he discovered that his encounter with God was a dream? He,offered burnt offering before the ark,settled a dispute between two harlots,informed all his elders.,organised a feast for his wives,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/69392?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,20,objective,,,,Which of the following was God's reason for which he gave Solomon what he did not ask for in his encounter with him in a dream?,Solomon needed more help from God.,God does not give only one thing to people,Solomon was very special to God,God blesses people who have pure heart,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69428?exam_type=waec&exam_year=2023&type=obj&page=4
2023,5,21,objective,,,,In which of the following ways did Obadiah demonstrate his loyalty to God during the persecution that occurred in his time? He,refused to serve the king's idol,sent his idolatrous wife away,hid the prophets of Yahweh in caves,tore down the altars of Baal,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69432?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,22,objective,,,,The greatest wrath of God on Israel was incurred during the reign of king,Rehoboam,Jeroboam,Ahab,Asa,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69434?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,23,objective,,,,Deborah's response to Barak's request to accompany him to battle against Jabin was that,she will enquire from the Lord,the glory will be given to a woman,she was too busy to join him,the wrath of God will visit Barak,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69435?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,24,objective,,,,Naaman's request for two mules of Israelite soil after his cure was a result of his belief that,there was magic in the soil of lsrael,Israel's soil was superior to Syrian soil,Hebrew God could only be worshipped on Hebrew soil,he would not be able to visit Samaria regularly,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69436?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,25,objective,,,,Which of the following reasons did King Josiah give when he decreed that the workers in charge of the renovation should not render account to anybody? They were,his god-fearing kinsmen,from the priestly family of Zadok,sincere in all their transactions,excellent at performing their work,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69437?exam_type=waec&exam_year=2023&type=obj&page=5
2023,6,26,objective,,,,All the following were attributed to Josiah's reform except,making the Book of the Law a reference book,abolishing wizards and medium practices,reducing the worship of Yahweh to a very low state,restoring Jerusalem to its original pre-eminence.,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69438?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,27,objective,,,,What was the reason for which the rebuilding of the Temple was opposed by Rehum and his associates?,They lacked the spirit of fair play,Their offer to help was rejected,They had no spirit of tolerance,They were obedient to constituted authority.,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69441?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,28,objective,,,,The rebuilding of the Temple in Jerusalem became successful as a result of God's influence over King,Josiah,Cyrus,Darius,Nebuchadnezzar,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69442?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,29,objective,,,,Which of the following was **not** a reason for which Daniel suffered blackmail from his peers? He,had an excellent spirit,was an exile from Judah,distinguished himself,made petition to his God.,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69443?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,30,objective,,,,"During the time of Amos, why were the rich said to be above the law? They",knew all the judges,were feared by the judges,could secure any verdict they wanted,formulated the rules which were obeyed,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69444?exam_type=waec&exam_year=2023&type=obj&page=6
2023,7,31,objective,,,,The basket of summer fruit in Amos' vision signified the,end of fruit season in lsrael,next fruit season in the land,kinds of fruit to eat at that time,end of the people of lsrael.,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69445?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,32,objective,,,,Jesus' acceptance to be baptised by John was meant to,show his respect for John,fulfil all righteousness,wash away his sins,prove that he is a saviour,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69446?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,33,objective,,,,The temptations of Jesus in the wilderness were meant to,test his magical powers,show that there was temptation after baptism,show that the devil has great power,prepare Jesus adequately for his ministry.,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69447?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,34,objective,,,,"The assertion that if anyone comes to me and does not hate his own father and his own life, he cannot be my disciple, Jesus meant to say that",salvation is an individual affair,discipleship is about selfishness and being self-centred,one should not keep families,material things are irrelevant to the kingdom of God.,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/69448?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,35,objective,,,,No one who puts his hand on the plough and looks back is fit for the kingdom of God. What is required of a true disciple according to the above statement?,Hard work,Self-sacrifice,Total humility,Absolute commitment,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69450?exam_type=waec&exam_year=2023&type=obj&page=7
2023,8,36,objective,,,,One lesson we can learn from the story of the unmerciful servant is that we should,forgive our debtors seventy times,be patient with our debtors,ignore the plight of our debtors,take our debtors to the appropriate authority for sanctions.,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/69451?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,37,objective,,,,"Lord, how often shall my brother sin against me, and l forgive him? Jesus' response to the above question meant forgiveness",must be done only seven times,takes place where there is a plea,is exercised when offence is repeated severally,does not need to have any limitation,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69452?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,38,objective,,,,"Jesus' command to his disciples to put away their sword, as those who take the sword will perish by the sword implies that",violence begets violence,violence should be a last resort,there is a curse on those who use the sword,Christianity condone violence.,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/69453?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,39,objective,,,,"Certainly, this man also was with him, for he is a Galilean. Immediately after this accusation, all the following happened except the",addressee denied knowing Jesus,accused remembered the Lord's prophecy,cock crowed three times,addressee went out and hanged himself,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69454?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,40,objective,,,,"Which of the synoptic gospels states that after Jesus was crucified, the earth shook and the rocks split?",Matthew,Mark,Luke,John,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/69455?exam_type=waec&exam_year=2023&type=obj&page=8
2023,9,41,objective,,,,Which of these events in the life of Jesus formed the foundation of the Christian faith? His,death,transfiguration,baptism,resurrection,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69456?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,42,objective,,,,The ultimate results of Ananias and Sapphira's deaths were that,membership reduced drastically,the church knew peace thereafter,more souls were won for Christ,members became honest,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69458?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,43,objective,,,,The following lessons could be learnt from Saul's experience on his way to Damascus except,sinners are special before God,each individual has a specific purpose on earth,ignorantly persecuting God is acceptable,any individual can be an asset to God's kingdom,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69461?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,44,objective,,,,What was the reason for Ananias' reluctance to pray over Saul to regain his sight?,Saul had not yet repented of his deeds,Saul was not one of the disciples of Christ,He was aware of his persecution of Christians in Damascus,He was not sure Saul was converted already.,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69463?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,45,objective,,,,Herod's arrest of Peter after the execution of James was meant to,establish Herod as a good and thoughtful King,show his hatred for the disciples of Christ,win the favour and approval of the Jews,hinder the further spread of the gospel,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69464?exam_type=waec&exam_year=2023&type=obj&page=9
2023,10,46,objective,,,,Jesus condemned the tradition 'Corban' because it,was a term of abuse in lsrael,meant that one should not swear,contradicted one's obligation to parents,they were people laden with iniquity,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69465?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,47,objective,,,,"In the sermon on the Mount, who did Jesus say will inherit the earth? He meant the",peacemaker,meek,merciful,pure in heart,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69466?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,48,objective,,,,"According to Luke, Jesus sent the seventy others on missions as",labourers and reapers,lambs in the midst of wolves,preachers of the kingdom of God,messengers in the vineyard.,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/69467?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,49,objective,,,,". ""Ah, Lord God! Behold, I do not know how to speak for I am only a youth.""",Amos,Isaiah,Ezekiel,Jeremiah,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/69468?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,50,objective,,,,"In the creation story, the responsibility to give names to all living creatures was performed by",God,Adam and Eve,man,angels of God,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/69469?exam_type=waec&exam_year=2023&type=obj&page=10
