Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2016,4,16,objective,,,,A clean bill of lading is so called because?,it shows record of damaged goods,it is not a stained bill,it is a document of authority,it shows no record of damaged goods,D,https://myschool.ng/classroom/commerce/48883?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,17,objective,,,,"when an importer has been overcharged for goods supplied, the exporter issues him with a?",debit note,preforma invoice,letter of credit,credit note,D,https://myschool.ng/classroom/commerce/48886?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,18,objective,,,,fidelity guarantee insurance is a cover against loss arising from,trade debt,personal accident,dishonest staff,fire disaster,C,https://myschool.ng/classroom/commerce/48888?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,19,objective,,,,"when a cheque is paid on a bank on which it is drawn, the cheque is",discounted,debited,credited,cleared,D,https://myschool.ng/classroom/commerce/48896?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,20,objective,,,,"The process of buying, selling and distribution of goods and services is",retail trade,commerce,marketing,marketing concept,B,https://myschool.ng/classroom/commerce/48898?exam_type=waec&exam_year=2016&type=obj&page=4
2016,5,21,objective,,,,Risk bearing in a business organisation is a function of the?,employees,entrepreneur,customer,manager,B,https://myschool.ng/classroom/commerce/48899?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,22,objective,,,,the worth of a life assurance policy before its maturity date is?,residual value,surrender value,accrued value,assured value,A,https://myschool.ng/classroom/commerce/48911?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,23,objective,,,,one disadvantage of advertising is that it,could be misleading,reduce sales,reduce profit,causes over stocking,A,https://myschool.ng/classroom/commerce/48913?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,24,objective,,,,The business unit that applies the principle of one man one vote is?,sole proprietorship,partnership,co-operative society,public company,C,https://myschool.ng/classroom/commerce/48915?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,25,practical,,,,the water corporation is an example of a?,cooperative,public enterprise,private enterprise,limited company,B,https://myschool.ng/classroom/commerce/48917?exam_type=waec&exam_year=2016&type=obj&page=5
2016,6,26,objective,,,,A partnership is dissolved due to?,liquidity of the firm,death of the employee,insanity of partner,resignation of an employee,C,https://myschool.ng/classroom/commerce/48920?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,27,objective,,,,A document that contains the relationship between the company and outsiders is?,certificate of incorporation,memorandum of association,article of association,certificate of trading,B,https://myschool.ng/classroom/commerce/48921?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,28,objective,,,,An organisation formed mainly by traders and manufacturers to cater for interest for interest of members is?,trade union,co-operative society,trade association,chamber of commerce,D,https://myschool.ng/classroom/commerce/48924?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,29,objective,,,,An insurance broker is involved in?,industrial occupation,distributive occupation,commercial occupation,constructive occupation,C,https://myschool.ng/classroom/commerce/48928?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,30,objective,,,,An agreement that is enforceable in law is?,a contract,an offer,an acceptance,a consideration,A,https://myschool.ng/classroom/commerce/48929?exam_type=waec&exam_year=2016&type=obj&page=6
2016,7,31,objective,,,,the size of an enterprise is determined by?,number of customers of the enterprise,length of the time the firm has been in operation,amount of capital invested,type of work done,C,https://myschool.ng/classroom/commerce/48933?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,32,objective,,,,which of the following functions is not performed by trade association?,research and development,standardization of product,credit facilities,technical information,C,https://myschool.ng/classroom/commerce/48936?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,33,objective,,,,The fees charged on postal oder by the post office is?,interest,brokerage,poundage,premium,C,https://myschool.ng/classroom/commerce/48942?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,34,objective,,,,the document issued by a warehouse keeper for goods taken into the store is?,mate receipt,bill of sight,ship manifest,dock warrant,D,https://myschool.ng/classroom/commerce/48943?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,35,objective,,,,which of the following is a verbal means of communication,telex,express mail,business reply service,telephone,D,https://myschool.ng/classroom/commerce/48944?exam_type=waec&exam_year=2016&type=obj&page=7
2016,8,36,objective,,,,the production of goods in anticipation for demand is made possible by?,packaging,warehousing,advertising,branding,B,https://myschool.ng/classroom/commerce/48948?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,37,objective,,,,"Regarding the consumer as the king who must be satisfied, the main emphasis is of?",marketing research,marketing concept,consumerism,advertising,B,https://myschool.ng/classroom/commerce/48953?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,38,objective,,,,which of the following is a concept of marketing,branding,planning,organizing,manufacturing,A,https://myschool.ng/classroom/commerce/48955?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,39,objective,,,,the component of marketing mix that is put in a consumable form to satisfy the consumer is,product,promotion,price,place,A,https://myschool.ng/classroom/commerce/48958?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,40,objective,,,,goods become the property of the buyer on the transfer of liability and possession without immediate payment under the?,hire purchase agreement,credit sales agreement,auction sales agreement,conditional sales agreement,B,https://myschool.ng/classroom/commerce/48959?exam_type=waec&exam_year=2016&type=obj&page=8
2016,9,41,objective,,,,the value at which one country obtains another country's currency is?,terms of trade,exchange rate,bank rate,terms of payment,B,https://myschool.ng/classroom/commerce/48960?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,42,objective,,,,specializing in the sale of one line of goods is the main feature of?,supermarkets,chain stores,mail order firm,mobile shops,B,https://myschool.ng/classroom/commerce/48962?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,43,objective,,,,one objective of the European Union is to?,fight the guilty nations in time of war,eliminate drug addiction among member countries,eliminate all tariffs and quotas among member countries,fight against child abuse in member countries,C,https://myschool.ng/classroom/commerce/48964?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,44,objective,,,,which of the following person is a part of a business internal environment,employee,supplier,creditor,customer,A,https://myschool.ng/classroom/commerce/48968?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,45,objective,,,,a person or firm to whom money is owed is?,banker,guarantor,debtor,creditor,D,https://myschool.ng/classroom/commerce/48972?exam_type=waec&exam_year=2016&type=obj&page=9
2016,10,46,objective,,,,A general tax which applies at each point of exchange of goods and service is?,a specific tax,an ad valorem tax,value added tax,direct tax,C,https://myschool.ng/classroom/commerce/48975?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,47,objective,,,,"if a business uses part of its profit to develop the area where it operates, the business is fulfilling its?",economic responsibility,marketing responsibility,social responsibility,managerial responsibility,C,https://myschool.ng/classroom/commerce/48979?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,48,objective,,,,production ends when goods and services?,reach the final user,are used for manufacturing,are packed and labelled,are sold to the middlemen,A,https://myschool.ng/classroom/commerce/48980?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,49,objective,,,,the process of converting a non profit making organisation to a profit making business is?,indigenization,privatization,deregulation,commercialization,B,https://myschool.ng/classroom/commerce/48983?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,50,objective,,,,"A distinctive symbol, title or design that readily identifies the company and its products is?",patent right,trade mark,trade name,brand name,D,https://myschool.ng/classroom/commerce/48988?exam_type=waec&exam_year=2016&type=obj&page=10
