Year,Page,Question_Number,Question_Type,Instruction,Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2023,3,12,passage-based,,"rattling like leaves in a storm, fear branded on their faces",,"*rattling like leaves in a storm, fear branded on their faces* illustrates",personification and simile,personification and metaphor,simile and metaphor,assonance and simile,A,https://myschool.ng/classroom/literature-in-english/68719?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,13,objective,,,,The last paragraph illustrates,anti-climax,rising action,suspense,foreshadow,A,https://myschool.ng/classroom/literature-in-english/68720?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,14,objective,,,,"Letters, journals and diaries are examples of",faction,meta-fiction,fiction,non-fiction,D,https://myschool.ng/classroom/literature-in-english/68722?exam_type=waec&exam_year=2023&type=obj&page=3
2023,3,15,objective,,,,A dramatic performance with scenes played by body movements or gestures without words known as,comedy,pantomime,panegyric,melodrama,B,https://myschool.ng/classroom/literature-in-english/68786?exam_type=waec&exam_year=2023&type=obj&page=3
2023,4,16,objective,,,,The speaker is,Hippolyta,Lysander,Pyramus,Bottom,B,https://myschool.ng/classroom/literature-in-english/68796?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,17,objective,,,,The character that speaks before the speaker,Demetrius,Theseus,Pyramus,Hippolyta,B,https://myschool.ng/classroom/literature-in-english/68799?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,18,objective,,,,"it is not enough to speak, but to speak true illustrates",parable,epitaph,wisecrack,epigram,D,https://myschool.ng/classroom/literature-in-english/68801?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,19,objective,,,,The character that speaks after the speaker is,Lysander,Demetrius,Titania,Hippolyta,A,https://myschool.ng/classroom/literature-in-english/68804?exam_type=waec&exam_year=2023&type=obj&page=4
2023,4,20,objective,,,,The character that delivers the prologue is,Snug,Starveling,Snout,Quince,D,https://myschool.ng/classroom/literature-in-english/68807?exam_type=waec&exam_year=2023&type=obj&page=4
2023,5,21,objective,,,,Exaggerating one's personal features for comic effect is,caricature,lampoon,contrast,satire,A,https://myschool.ng/classroom/literature-in-english/68812?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,22,objective,,,,*That girl is too young to be put in the family way* illustrates,euphemism,hyperbole,oxymoron,paradox,A,https://myschool.ng/classroom/literature-in-english/68813?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,23,passage-based,,"At the last head count, the population of the school was three thousand",,"*At the last head count, the population of the school was three thousand* is an example of",synechdoche,hyperbole,metonymy,pun,A,https://myschool.ng/classroom/literature-in-english/68815?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,24,objective,,,,The speaker is,Lysander,Thisbe,Egeus,Tatiana,A,https://myschool.ng/classroom/literature-in-english/68820?exam_type=waec&exam_year=2023&type=obj&page=5
2023,5,25,objective,,,,The speaker is addressing,Helena,Hermia,Demetrius,himself,D,https://myschool.ng/classroom/literature-in-english/68822?exam_type=waec&exam_year=2023&type=obj&page=5
2023,6,26,objective,,,,The speaker is in,the woods,his apartment,a street,the palace,A,https://myschool.ng/classroom/literature-in-english/68824?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,27,objective,,,,"*Come, thou gentle day* illustrates",apostrophe,irony,paradox,euphemism,A,https://myschool.ng/classroom/literature-in-english/68825?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,28,objective,,,,"After the speech, the speaker",begins to dance,laughs uncontrollably,falls asleep,starts crying,C,https://myschool.ng/classroom/literature-in-english/68826?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,29,objective,,,,The extract presents the image of a,enough time,bright day,dark night,calm weather,D,https://myschool.ng/classroom/literature-in-english/68829?exam_type=waec&exam_year=2023&type=obj&page=6
2023,6,30,objective,,,,The dominant literary device used in the extract is,parallelism,apostrophe,personification,antithesis,C,https://myschool.ng/classroom/literature-in-english/68830?exam_type=waec&exam_year=2023&type=obj&page=6
2023,7,31,objective,,,,The speaker is,Egeus,Hermia,Demetrius,Helena,D,https://myschool.ng/classroom/literature-in-english/68831?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,32,objective,,,,The speech shows that the speaker is,high spirits,dissappointed,excited,in a bad mood,B,https://myschool.ng/classroom/literature-in-english/68832?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,33,objective,,,,The speaker's mood stems from,being rejected by the lover,having to go into the forest,wanting to punish Hermia,meeting with Hermia,A,https://myschool.ng/classroom/literature-in-english/68833?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,34,objective,,,,The speaker has just said farewell to,Helena,Demetrius,Hermia,Lysander,C,https://myschool.ng/classroom/literature-in-english/68835?exam_type=waec&exam_year=2023&type=obj&page=7
2023,7,35,objective,,,,The speaker resolves to tell,Lysander of Hermia's infidelity,Demetrius of Hermia's flight,Egeus of Hermia's flight,Theseus of Hermia's infidelity,B,https://myschool.ng/classroom/literature-in-english/68836?exam_type=waec&exam_year=2023&type=obj&page=7
2023,8,36,objective,,,,Jonsey's opening speech illustrates,epilogue,soliloquy,mime,aside,B,https://myschool.ng/classroom/literature-in-english/68837?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,37,objective,,,,*In the Town hall* is the,setting,location,atmosphere,stage,A,https://myschool.ng/classroom/literature-in-english/68838?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,38,objective,,,,Bassy is a ____ in the play.,narrator,director,producer,character,D,https://myschool.ng/classroom/literature-in-english/68839?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,39,objective,,,,Jonsey's speech *Your mayoral hopeful* is addressed to,the audience,Bassey,no one,himself,B,https://myschool.ng/classroom/literature-in-english/68840?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,40,objective,,,,A fable is also known as,an apologue,an epigram,a farce,a parody,A,https://myschool.ng/classroom/literature-in-english/68842?exam_type=waec&exam_year=2023&type=obj&page=8
2023,9,41,objective,,,,A character that is built around a single idea or quality is a _______ character.,heroic,flat,choral,sound,B,https://myschool.ng/classroom/literature-in-english/68843?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,42,objective,,,,Resolution in a literary work is also referred to as,events that increase action,final outcome,the complication,event that increases tension,B,https://myschool.ng/classroom/literature-in-english/68845?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,43,objective,,,,The third stanza of the Shakespearean sonnet is,quatrain,octave,sextet,couplet,A,https://myschool.ng/classroom/literature-in-english/68847?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,44,objective,,,,A short poem lamenting the death of someone is,an ode,a threnody,a sonnet,an epic,B,https://myschool.ng/classroom/literature-in-english/68848?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,45,objective,,,,Seven metrical feet in a line of a stanza is,hexametre,heptametre,septet,triolet,B,https://myschool.ng/classroom/literature-in-english/68850?exam_type=waec&exam_year=2023&type=obj&page=9
2023,10,46,objective,,,,The speaker is,Hermia,Helena,Hippolyta,Tatiana,A,https://myschool.ng/classroom/literature-in-english/68852?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,47,objective,,,,The speech is made in,Oberon's place,the woods,the Queen's palace,Theseus' palace,B,https://myschool.ng/classroom/literature-in-english/68854?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,48,objective,,,,The speaker and the addressee are,father and daughter,master and servant,lovers,friends,C,https://myschool.ng/classroom/literature-in-english/68857?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,49,objective,,,,"*Now much beshrew my manners and my pride* , illustrates the use of",alliteration,onomatopoeia,assonance,personification,A,https://myschool.ng/classroom/literature-in-english/68860?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,50,objective,,,,"*Thy love ne'er alter, till thy sweet life end.'* implies",an enduring love,a family love,an undying love,a fickle love,A,https://myschool.ng/classroom/literature-in-english/68861?exam_type=waec&exam_year=2023&type=obj&page=10
