Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2023,8,39,objective,,,,One of the factors that influences decentralization of power in a state is,weak central authority,widening political participation,maximum allegiance to the state,maximum loyalty,B,https://myschool.ng/classroom/government/68661?exam_type=waec&exam_year=2023&type=obj&page=8
2023,8,40,objective,,,,One of the high points of the activities of the National Congress of British West Africa (NCBWA) led to the,proposal for African unity,creation of the African High Command,Africanization of the Executive Council,introduction of the elective principles,D,https://myschool.ng/classroom/government/68663?exam_type=waec&exam_year=2023&type=obj&page=8
2023,9,41,objective,,,,The pattern of rule by the French in her West African colonies was **highly**,decentralized,proportional,consultative,centralized,D,https://myschool.ng/classroom/government/68664?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,42,objective,,,,The Commonwealth of Nations is committed to **one** of the following principles,human rights and democracy,supervise political activities of member states,draft constitution for member states,finance budget of member states,A,https://myschool.ng/classroom/government/68665?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,43,objective,,,,The cornerstone of a functioning democracy is the,foreign policy and military alliances,appropriation bill,free and fair elections,expenditure pattern of the executive,C,https://myschool.ng/classroom/government/68667?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,44,objective,,,,The issues that are at the core of a country's foreign policy are referred to as,globalisation,state area,national interest,diplomacy,C,https://myschool.ng/classroom/government/68668?exam_type=waec&exam_year=2023&type=obj&page=9
2023,9,45,objective,,,,The underlying principle of the concept of seperation of powers is **mainly** to,educate people on their rights,tame the executive,prevent arbitrariness,ensure constitutional review,C,https://myschool.ng/classroom/government/68670?exam_type=waec&exam_year=2023&type=obj&page=9
2023,10,46,objective,,,,Secret voting assists the voter in making a decision without,coercion,pondering over issues,national interest,public good,A,https://myschool.ng/classroom/government/68671?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,47,objective,,,,"Elections plays a **major** role in the democratic process because, it",ensures only good people rule,manipulates the electoral process,confers legitimacy,projects the class system,C,https://myschool.ng/classroom/government/68673?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,48,objective,,,,Which one among the following is a significant factor that influences the foreign policy of a country?,Gender of the political leader,Educational system,Recruitment policy,political system,D,https://myschool.ng/classroom/government/68674?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,49,objective,,,,One of the negative effects of colonial rule on West African states was the,building of roads and rail network,social interventions,western education,dependency syndrome,D,https://myschool.ng/classroom/government/68675?exam_type=waec&exam_year=2023&type=obj&page=10
2023,10,50,objective,,,,"One of the low points in the cabinet system of government is that, the",divided loyalty of the cabinet ministers is strong,centre of power in the system is stable,Prime Minister does not regard the Head of State,tenure of government is always not stable,,https://myschool.ng/classroom/government/68679?exam_type=waec&exam_year=2023&type=obj&page=10
