Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2015,3,14,calculation,,,,A body of mass 1000kg is released from a height of 10m above the ground. Determine its kinetic energy just before it strikes the ground .[g = 10ms -2 ],10J,103J,104J,105J,D,https://myschool.ng/classroom/physics/45444?exam_type=waec&exam_year=2015&type=obj&page=3
2015,3,15,objective,,,,The crackling noise produced by aluminum roofing sheets on a house during a hot sunny day is a result of,thermal equilibrium of the sheets,conduction of heat by the sheets,contraction of the sheets,expansion of the sheets,D,https://myschool.ng/classroom/physics/45445?exam_type=waec&exam_year=2015&type=obj&page=3
2015,4,16,objective,,,,Water is unsuitable for use as a thermometric liquid because it,expands unevenly between 0oC and 40oC,has narrow temperature range,has a concave meniscus,maintains a fixed density,B,https://myschool.ng/classroom/physics/45446?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,17,diagram-based,,,https://myschool.ng/storage/classroom/7403372655_15281021_1243961572335174_1207874539_n.jpg,"The diagram above illustrates a block ans tackle pulley system in which an effort E supports a load of 100.0N. If the efficiency of the machine is 75%, calculate the value of E",22.2N,38.0N,67.0N,75.0N,A,https://myschool.ng/classroom/physics/45449?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,18,calculation,,,,A quantity of hot water at 100 o C is added to 400g of water at 10 o C until the temperature of the mixture is 60 o C. Calculate the mass of the hot water added. [Specific heat capacity of water =4200JKg -1 K -1 ],200g,320g,400g,500g,D,https://myschool.ng/classroom/physics/45450?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,19,diagram-based,,,https://myschool.ng/storage/classroom/13326084270_15327611_1243956335669031_1974807225_n.jpg,"A battery of emf 24V is connected to three resistor P, Q and R as illustrated in the diagram. Determine the voltage across the resistor Q",5v,10v,14v,24v,B,https://myschool.ng/classroom/physics/45452?exam_type=waec&exam_year=2015&type=obj&page=4
2015,4,20,diagram-based,,,https://myschool.ng/storage/classroom/23690848160_15328243_1243960385668626_1196014114_n.jpg,"In an experiment in which a molten substance is allowed to cool, the cooling curve above was obtained. The temperature 60 o C is known as the",vaporization point,cooling temperature,boiling point,melting point,D,https://myschool.ng/classroom/physics/45455?exam_type=waec&exam_year=2015&type=obj&page=4
2015,5,21,diagram-based,,,https://myschool.ng/storage/classroom/16287458396_15328243_1243960385668626_1196014114_n.jpg,"In an experiment in which a molten substance is allowed to cool, the cooling curve above was obtained. The temperature 60 o C is known as the",vaporization point,cooling temperature,boiling point,melting point,D,https://myschool.ng/classroom/physics/45456?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,22,objective,,,,Which of the following concepts is a method of heat transfer that does not require a material medium?,conduction,radiation,diffusion,convection,B,https://myschool.ng/classroom/physics/45457?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,23,objective,,,,Which of the following units is the S.I. unit of heat capacity?,Jkg-1,Jkg-1K-1,JK-1,Jg-1K-1,C,https://myschool.ng/classroom/physics/45458?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,24,objective,,,,The pressure applied to an enclosed fluid to one end id transmitted equally throughout the fluid and to the container walls. This statement is,Archimede's principle,Bernoulli's principle,Pascal's principle Heisenberg's,Heisenberg's uncertainty principle,C,https://myschool.ng/classroom/physics/45461?exam_type=waec&exam_year=2015&type=obj&page=5
2015,5,25,diagram-based,,,https://myschool.ng/storage/classroom/20729524326_15328214_1243960089001989_1004065766_n.jpg,The diagram given illustrates a wave form. Determine the speed of the wave,5.4 ms-1,8.4 ms-1,9.6 ms-1,10.0 ms-1,D,https://myschool.ng/classroom/physics/45466?exam_type=waec&exam_year=2015&type=obj&page=5
2015,6,26,objective,,,,What type of wave is emitted by a loud speaker?,Transverse,Longitudinal,Gamma,Radio,B,https://myschool.ng/classroom/physics/45467?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,27,objective,,,,An object is placed 15cm from a diverging lens of focal length 12cm. The image of the object formed by the lens in,real and 6.67cm from the lens,virtual and 6.67cm from the lens,real and 60.00cm from the lens,virtual and 60.00cm from the lens,B,https://myschool.ng/classroom/physics/45468?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,28,calculation,,,,"A swimming pool is 2.1m deep. If it contains water of refractive index 1.3, calculate the apparent depth of pool",3.4m,2.7m,1.6m,0.8m,C,https://myschool.ng/classroom/physics/45472?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,29,objective,,,,"When an air column is set into vibrations, the distance between two consecutive nodes of the resultant wave is",one quarter of the wavelength,half of the wavelength,the wavelength,twice the wavelength,B,https://myschool.ng/classroom/physics/45489?exam_type=waec&exam_year=2015&type=obj&page=6
2015,6,30,calculation,,,,A girl standing some distance from the cliff claps her hands and hears the echo 0.8s later. calculate her distance from the cliff. [speed of sound in air = 320 ms -1 ],23m,128m,288m,298m,B,https://myschool.ng/classroom/physics/45503?exam_type=waec&exam_year=2015&type=obj&page=6
2015,7,31,objective,,,,Red light travels faster than blue light when both of them pass through a glass prism because the,refractive index of red light is grester than that of blue light,refractive index of blue light is greater than that of red light,red light is more intense than the blue light,blue light is more intense than the red light,D,https://myschool.ng/classroom/physics/45516?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,32,calculation,,,,An object is placed 20cm from a concave mirror of focal length 15cm. Calculate the linear magnification of the image formed,0.5,1.5,2.0,3.0,D,https://myschool.ng/classroom/physics/45523?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,33,objective,,,,All electromagnetic waves in a vacuum have the same,wavelength,frequency,speed,amplitude,C,https://myschool.ng/classroom/physics/45526?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,34,diagram-based,,,https://myschool.ng/storage/classroom/26652447792_15281064_1243970885667576_325566491_n.jpg,The diagram given illustrates two charged particles W and X. The charges on W and x are respectively,negative; negative,negative; positive,positive; positive,positive; negative,A,https://myschool.ng/classroom/physics/45531?exam_type=waec&exam_year=2015&type=obj&page=7
2015,7,35,objective,,,,An alternating current supply is connected to an electric lamp which lights with the same brightness as it does with direct current source emf 6v. The peak potential difference of the a.c supply is,4.6v,6.0v,8.5v,12.0v,C,https://myschool.ng/classroom/physics/45536?exam_type=waec&exam_year=2015&type=obj&page=7
2015,8,36,calculation,,,,"An electric generator rated 12 kW, 2 kV distribute power through a cable of resistance 20\(\Omega\). Calculate the power loss in the cable.",120 w,360 w,720 w,2400 w,C,https://myschool.ng/classroom/physics/45546?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,37,objective,,,,Which of the following statements is correct? When capacitors of different values are connected in series,the same charge flows through them,the same voltage appears across each capacitor,different quantities of charges flow through them in different voltages across them,different quantities of charges flows through them with the same voltage across them,A,https://myschool.ng/classroom/physics/45547?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,38,objective,,,,Which of the following statements about a three-pin plug is/are correct. i. The brown wire is the live wire. ii. The fuse is connected to the live wire. iii. The earth wire is coloured blue,i only,ii only,i and ii only,"i, ii and iii",C,https://myschool.ng/classroom/physics/45548?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,39,diagram-based,,,https://myschool.ng/storage/classroom/25171835111_15301229_1243957105668954_1630179901_n.jpg,The symbol illustrated above is that of a resistor?,which absorb light,which emits light,which absorbs heat to function properly,whose resistance is light dependent,D,https://myschool.ng/classroom/physics/45549?exam_type=waec&exam_year=2015&type=obj&page=8
2015,8,40,calculation,,,,A wire of cross-sectional area 0.60mm 2 has a restivity of 7.2 x 10 -7 \(\Omega\). Calculate the length of wire that will have a resistance of 3\(\Omega\).,0.25m,2.50m,3.60m,36.00,B,https://myschool.ng/classroom/physics/45553?exam_type=waec&exam_year=2015&type=obj&page=8
2015,9,41,diagram-based,,,https://myschool.ng/storage/classroom/14809381480_15327611_1243956335669031_1974807225_n.jpg,"A battery of emf 24V is connected to three resistor P, Q and R as illustrated in the given diagram. Determine the voltage across the resistor Q.",5V,10V,14V,24V,B,https://myschool.ng/classroom/physics/45557?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,42,calculation,,,,"The mass of the earth is 6.0 x 10 24 kg and that of the moon is 7.0 x 10 22 kg. If the distance between them is 4.0 x 10 8 m, calculate the force of attraction between them. [G = 6.7 x 10 -11 Nm 2 kg -2 ]",1.8 x 105N,1.8 x 1010N,1.8 x 1015N,1.8 x 1020N,D,https://myschool.ng/classroom/physics/45558?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,43,objective,,,,The angle which the direction of the earth magnetic field makes with the horizontal at a palace is know as.,angle of contact,angle of dip,angle of declination,magnetic meridian,B,https://myschool.ng/classroom/physics/45560?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,44,diagram-based,,,https://myschool.ng/storage/classroom/2961881970_15320312_1243954435669221_1034251792_n.jpg,What must be connected between the points P and Q to establish a steady current through the incomplete circuit diagram given?,Fuse,ammeter,Cell,voltmeter,C,https://myschool.ng/classroom/physics/45563?exam_type=waec&exam_year=2015&type=obj&page=9
2015,9,45,objective,,,,"When current flows through a moving-coil galvanometer, the force exerted on the pointer depends on the: i. strength of the current. ii. magnetic field strength. iii. length of the coil. Which of the statement(s) above is/are correct?",i only,ii only,i and iii only,"i, ii and iii",C,https://myschool.ng/classroom/physics/45565?exam_type=waec&exam_year=2015&type=obj&page=9
2015,10,46,calculation,,,,"in a nuclear fission process, the mass defect was 1.2 x 10 -5 kg. Calculate the energy released. [speed of the light in vacuum = c = 3.0 x 10 8 ms -1 ]",1.08 x 1011J,5.20 x 1011J,1.08 x 1012J,2.50 x 1013J,C,https://myschool.ng/classroom/physics/45567?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,47,objective,,,,Which of the following statements about diode is correct?,reverse bias diodes have low resistance,forward bias diodes have high resistance,forward bias diodes produce high current,forward bias diodes function as a result of heat,B,https://myschool.ng/classroom/physics/45569?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,48,objective,,,,Which of the following radiations constitutes a stream of electrons?,Ramma rays,X-rays,Cathode rays,Radio waves,C,https://myschool.ng/classroom/physics/45570?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,49,objective,,,,\(^{226}_{88}Ra\) emits two alpha particles to produce polonium(po) nuclide. The correct formula for the nuclide?,\(^{224}_{86}po\),\(^{222}_{86}po\),\(^{222}_{84}po\),\(^{218}_{84}po\),D,https://myschool.ng/classroom/physics/45572?exam_type=waec&exam_year=2015&type=obj&page=10
2015,10,50,calculation,,,,Two angles of a pentagon are in the ratio 2:3. The others are 60 o each. Calculate the smaller of the two angles,72o,100o,120o,144o,D,https://myschool.ng/classroom/physics/45995?exam_type=waec&exam_year=2015&type=obj&page=10
