Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2019,6,29,objective,,,,"In the book of Amos, selling the needy for a pair of shoes means_____________",the needy had the same value as shoes,the needy did not need shoes,shoes were much more valuable than the needy,the rich dishonoured the less privileged.,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57145?exam_type=waec&exam_year=2019&type=obj&page=6
2019,6,30,objective,,,,"According to Amos, the day of the Lord for the Jews would be a day of_________",Light,Famine,Darkness,Success,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57147?exam_type=waec&exam_year=2019&type=obj&page=6
2019,7,31,objective,,,,The temptations of Jesus were meant to_______________________,make Him the Son of God,prepare Him for His ministry,help Him to overcome the devil,make Him a wonder-working Messiah.,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57148?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,32,objective,,,,"Follow me, and I will make you fishers of men. This was addressed to_______________",James and John,Peter and John,James and Andrew,Simon and Andrew,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57151?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,33,objective,,,,Which of these people were sons of Zebedee?,Peter and John,James and Simon,Andrew and Peter,John and James.,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57154?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,34,objective,,,,"According to the Gospel of Matthew, the first two disciples of Jesus were_______________",Tax collectors,Farmers,Fishermen,Tentmakers.,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57179?exam_type=waec&exam_year=2019&type=obj&page=7
2019,7,35,objective,,,,"And as he passed on, he saw Levi the son of Alphaeus sitting at the tax office,.. What did Jesus say to Levi?",Take your pallet and walk,Follow me,Rise up,I will make you a fisher of men,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57181?exam_type=waec&exam_year=2019&type=obj&page=7
2019,8,36,objective,,,,"Sit here, while I go yonder and pray. Jesus gave this instruction to the disciples at__________",Bethany,Capernaum,Golgotha,Gethsemane,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57182?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,37,objective,,,,"My father, if it be possible, let this cup pass from me,....""Cup"" as used here refers to______",Judgement,Death,Trial,Temptation,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57184?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,38,objective,,,,"After the arrest of Jesus in the garden of Gethsemane, He was first taken to the courtyard of ________",Pilate,Caiaphas,Herod the Great,Herod Antipas.,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57185?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,39,objective,,,,Why do we still need witnesses? You have now heard his blasphemy This remark was made by________,Pontius Pilate,The Roman Governor,The High Priest,The Sanhedrin,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57187?exam_type=waec&exam_year=2019&type=obj&page=8
2019,8,40,objective,,,,How was the sepulcher in which Jesus was laid secured by the Chief Priests?,Fixing a stone door and a lock,Rolling a hewn rock to the entrance,Setting a guard of Roman Soldiers,Sealing the stone and setting a guard,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57192?exam_type=waec&exam_year=2019&type=obj&page=8
2019,9,41,objective,,,,The reason for the election of Matthias to replace Judas was to_______________,Show Peter's authority as a leader,Fulfil the words of the scripture,End the curse of Judas,Add more people for the work,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57198?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,42,objective,,,,The apostles preferred preaching to serving tables because__________,they were not called for alms giving,the Hellenists were complaining too much about discrimination,they were to devote themselves to prayer and the word,Serving tables was a tedious task for them,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57200?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,43,objective,,,,"For thou will not abandon my soul to Hades, nor let thy Holy one see corruption. Peter Used this Psalm of David to defend Jesus'",temptation,crucifixion,resurrection,baptism,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57204?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,44,objective,,,,Saul was a native of___________________,Joppa,Tarsus,Damascus,Jerusalem,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57208?exam_type=waec&exam_year=2019&type=obj&page=9
2019,9,45,objective,,,,King Herod arrested Peter because__________,he hated the apostles,he was the leader of the apostles,he was very notorious,James death pleased the jews,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57210?exam_type=waec&exam_year=2019&type=obj&page=9
2019,10,46,objective,,,,"To make prayers effective, James taught that Christians should____________",pray without ceasing,pray in tongues,have congregational prayers,avoid double mindedness,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/57214?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,47,objective,,,,The Church demonstrates partiality when she___________,accords the poor much respect,respects the rich during worship,reserves the best seats for rich,treats her members with impunity,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57216?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,48,objective,,,,"Peter said that, when church elders tend their flock well, they would obtain__________",the crown of glory,prosperity,love and holiness,peace,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/57218?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,49,objective,,,,"According to Peter, a good citizen is one who____________",builds houses and rents to those who do not have,provides transports at reduced cost of other citizens,obeys the laws of the state and fulfils his obligations,helps to finance the government at all times.,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/57222?exam_type=waec&exam_year=2019&type=obj&page=10
2019,10,50,objective,,,,"Live as freemen, yet without using your freedom as a pretext for evil. Peter, by this text was calling on Christians to ___________",resist the devil always,do what is right,fight for their freedom,endure pain while,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/57225?exam_type=waec&exam_year=2019&type=obj&page=10
