Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,3,11,objective,,,,Which of the following documents would a shareholder inspect to know his voting rights?,Articles of Association,Certificate of Incorporation,Certificate of Trading,Memorandum of Association,A,https://myschool.ng/classroom/commerce/63319?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,12,objective,,,,An internal source of finance to an entrepreneur is,trade credit,retained earning,overdraft,debenture,B,https://myschool.ng/classroom/commerce/63321?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,13,objective,,,,"Use the information below to answer question 13 and 14 #Sales50,000.00Debtors10,000.00Cash-in-hand5,000.00Opening stock30,000.00Creditors8,000.00Purchases16,000.00Overdraft12,000.00Closing stock10,000.00 calculate the working capital.","#35,000.00","#20,000.00","#15,000.00","#14,000.00",D,https://myschool.ng/classroom/commerce/63325?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,14,objective,,,,"Sales ----------------------------------- #50,000 Debtors -------------------------------- #10,000 Cash-in-hand --------------------------#5,000 Opening stock -------------------------#30,000 Creditors ------------------------------- #8,000 Purchases ----------------------------- #16,000 Overdraft ------------------------------- #12,000 Closing stock -------------------------- #10,000 Calculate the gross profit.","#35,000.00","#20,000.00","#15,000.00","#14,000.00",D,https://myschool.ng/classroom/commerce/63326?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,15,objective,,,,A partner who contributes only his name to the formation of a partnership is,a nominal partner,a limited partner,a general partner,an active partner,A,https://myschool.ng/classroom/commerce/63330?exam_type=waec&exam_year=2022&type=obj&page=3
2022,4,16,objective,,,,Which of the following groups would advocate for the supply of constant electricity to households?,consumers' association,credit union,Employers' association,Labour union,A,https://myschool.ng/classroom/commerce/63333?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,17,objective,,,,A retail store that sells a single product from a particular manufacturer is a,tied shop,shopping mall,hypermarket,chain store,D,https://myschool.ng/classroom/commerce/63337?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,18,objective,,,,A country's visible balance of payment is made up of,interest on loans to foreign countries,profit from investment abroad,earnings from goods exported,dividend earned from companies,C,https://myschool.ng/classroom/commerce/63345?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,19,objective,,,,The quality of money which makes it possible to buy goods in small quantities is,portability,homogeneity,divisibility,durability,C,https://myschool.ng/classroom/commerce/63348?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,20,objective,,,,One of the functions of commercial banks that cannot be performed by central banks is,collection of old notes,collection of deposits from the public,issurance of treasury bills,printing of bank notes,B,https://myschool.ng/classroom/commerce/63356?exam_type=waec&exam_year=2022&type=obj&page=4
2022,5,21,objective,,,,A document that instructs an agent to buy goods from a named firm is,proforma invoice,open indent,consular invoice,closed indent,D,https://myschool.ng/classroom/commerce/63360?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,22,objective,,,,The incentive given to a buyer to encourage prompt payment is,cash discount,seasonal discount,quantity discount,trade discount,A,https://myschool.ng/classroom/commerce/63364?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,23,objective,,,,"The principle which prevents an insured from receiving a claim that is more than the value of the loss, if the property is insured by more than one company is.",indemnity,contribution,proximate cause,uberrimae fidei,B,https://myschool.ng/classroom/commerce/63380?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,24,objective,,,,"Dealers in the stock exchange such as bulls, bears and stags are categorized as",actuaries,promoters,speculators,underwriters,C,https://myschool.ng/classroom/commerce/63387?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,25,objective,,,,Which of the following is not a characteristic of a commercial bank?,established as a limited liability company,Established by individuals or organizations,Established to issue bank notes,Established with the view of making profit,C,https://myschool.ng/classroom/commerce/63390?exam_type=waec&exam_year=2022&type=obj&page=5
2022,6,26,objective,,,,Central banks sell treasury bills to the public to,increase cash in the banking system,raise revenue for commercial banks,raise revenue for private investors,reduce cash in circulation,D,https://myschool.ng/classroom/commerce/63397?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,27,objective,,,,A document used to ensure correct payment of duty at the importing country is,documentary credit,consular invoice,certificate of origin,bill of lading,D,https://myschool.ng/classroom/commerce/63403?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,28,objective,,,,A cheque is specially crossed if,the name of the account holder is written between two parallel lines drawn across it,it could be paid over the counter,only two parallel lines are drawn across it,,C,https://myschool.ng/classroom/commerce/63406?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,29,objective,,,,One of the functions of a trade association is to,pay members salaries,promote members' welfare,provide loans to members,provide employment for members,B,https://myschool.ng/classroom/commerce/63407?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,30,objective,,,,"When a share with a nominal value of N50 is quoted at N70, it is being sold",cum div.,ex-div.,at a discount,at a premium,D,https://myschool.ng/classroom/commerce/63412?exam_type=waec&exam_year=2022&type=obj&page=6
2022,7,31,objective,,,,Sea vessels that do not operate on regular times and routes are,tramps,ocean liners,container ships,ferries,B,https://myschool.ng/classroom/commerce/63415?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,32,objective,,,,Payment made to a carrier for transportation of goods is,frights,fee,fare,duty,A,https://myschool.ng/classroom/commerce/63417?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,33,objective,,,,An advantage of rail transport is that it,is less expensive to maintain,is not prone to delays,bulky and heavy goods,enhances door-to-door delivery,C,https://myschool.ng/classroom/commerce/63421?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,34,objective,,,,The commission on a postal order is,tariff,poundage,brokerage,fee,B,https://myschool.ng/classroom/commerce/63425?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,35,objective,,,,Consumers could be encouraged to purchase a company's products through,research,planning,distribution,advertisement,D,https://myschool.ng/classroom/commerce/63429?exam_type=waec&exam_year=2022&type=obj&page=7
2022,8,36,objective,,,,The marketing concept emphasizes,sale of goods directly to customers,use of promotional tools to stimulate sales,mass production of goods,consumer's satisfaction at a profit,D,https://myschool.ng/classroom/commerce/63431?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,37,objective,,,,An undertaking to repair a customer's vehicle for a certain period after it has been sold is,After-sales service,marketing mix,market segmentation,sales promotion,A,https://myschool.ng/classroom/commerce/63432?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,38,objective,,,,Which of the following is not a right of a consumer?,Right to a fair hearing,Right to buy on credit,Right to obtain replacement,Right to a safe product,B,https://myschool.ng/classroom/commerce/63434?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,39,objective,,,,Advertisement which is geared towards a particular audience is,direct advertising,indirect advertising,mass advertising,persuasive advertising,A,https://myschool.ng/classroom/commerce/63435?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,40,objective,,,,The law by which a seller transfers the property in goods to a buyer at an agreed price is the,Weights and Measures Act,Trade Description Act,Sale of Goods Act,Foods and Drugs Act,C,https://myschool.ng/classroom/commerce/63439?exam_type=waec&exam_year=2022&type=obj&page=8
2022,9,41,objective,,,,The act of removing government laws and allowing market forces to determine prices is,commercialization,deregulation,divestiture,privatization,B,https://myschool.ng/classroom/commerce/63441?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,42,objective,,,,The purpose of commercialization is to,make state-owned firms more efficient,enable state-owned firms pay tax,encourage the flow of foreign capital,encourage greater participation of the private sector,A,https://myschool.ng/classroom/commerce/63442?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,43,objective,,,,An agency agreement in which the principal approves the action of his authorized representative is agency by,ratification,necessity,implication,estoppel,A,https://myschool.ng/classroom/commerce/63443?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,44,objective,,,,A requirement for an offer to be valid is that it should be,witnessed by a third party,something of value,made to one person only,communicated to the offeree,D,https://myschool.ng/classroom/commerce/63444?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,45,objective,,,,A disadvantage of privatization is,high motive for profit than public interest,decline in the supply of goods,less efficiency in production of goods,increase in government expenditure,A,https://myschool.ng/classroom/commerce/63446?exam_type=waec&exam_year=2022&type=obj&page=9
2022,10,46,objective,,,,The number of subordinates a head of department supervises is,unity of command,chain of command,span of control,unity of direction,B,https://myschool.ng/classroom/commerce/63447?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,47,objective,,,,An organizational chart of a company shows the,arrangement of equipment in the company,financial status of employees in the company,geographical location of the company,hierarchy of staff in the company,D,https://myschool.ng/classroom/commerce/63448?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,48,objective,,,,Which of the following is not a function ol management?,Controlling,Delegating,Directing,Organizing,B,https://myschool.ng/classroom/commerce/63449?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,49,objective,,,,One of the aims of ECOWAS is to,promote commereialization policies,promote commereializati10n policies,discourage foreign investors,ensure production of quality goods,B,https://myschool.ng/classroom/commerce/63451?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,50,objective,,,,The agreement which led to the formation of the West African Clearing House was signed in,Gambia,Sierra Leone,Nigeria,Ghana,B,https://myschool.ng/classroom/commerce/63452?exam_type=waec&exam_year=2022&type=obj&page=10
