Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2016,3,12,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The shape of the water molecule is_______?,Linear,Pyramidal,Tetrahedral,V-shaped,D,https://myschool.ng/classroom/chemistry/45092?exam_type=waec&exam_year=2016&type=obj&page=3
2016,3,13,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which of the following elements would produce coloured ion in agueous solution?,Calcuim,Copper,Magnesuim,Sodium,B,https://myschool.ng/classroom/chemistry/45093?exam_type=waec&exam_year=2016&type=obj&page=3
2016,3,14,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The minimum amount of energy required for effective collisions between reacting particles is known as,Activation energy,Bond energy,Kinetic energy,Potential energy,A,https://myschool.ng/classroom/chemistry/45094?exam_type=waec&exam_year=2016&type=obj&page=3
2016,3,15,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The bond formed between H 2 O and H + to form the hydroxonium H 3 O + is,Dative,Covalent,Electrovalent,Ionic,A,https://myschool.ng/classroom/chemistry/45095?exam_type=waec&exam_year=2016&type=obj&page=3
2016,4,16,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,"An element **X** froms the following oxides X 2 O, XO and XO 2 . This phenomenon illustrates the law of________?",Conservation of mass,Definite proportion,Mass action,Multiple proportion,D,https://myschool.ng/classroom/chemistry/45096?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,17,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,How many moles of oxygen would contain 1.204 x 10 24 molecules? [Avogadro's constant (NA) = 6.02 x 10 23 ],1,2,3,4,B,https://myschool.ng/classroom/chemistry/45097?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,18,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,Which of the following statements about solids is correct?,Solid particles are less orderly than those of a liquid,Solid have lower densities than liquids,Solid particles have greater kinetic energies than those of liquids,Solid particles cannot be easily compressed,D,https://myschool.ng/classroom/chemistry/45098?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,19,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,Which of the following apparatus can be used to measure a specific volume of a liquid accurately?,Beaker,Conical flask,Measuring cyclinder,Pipette,D,https://myschool.ng/classroom/chemistry/45099?exam_type=waec&exam_year=2016&type=obj&page=4
2016,4,20,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,The general gas equation \(\frac{PV}{T}\) = K is a combination of,Boyle's and Charles' laws,Boyle's and Graham's laws,Charles' and Graham's laws,Dalton's and Graham's laws,A,https://myschool.ng/classroom/chemistry/45100?exam_type=waec&exam_year=2016&type=obj&page=4
2016,5,21,plant-chemistry,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The spreading of the scent of a flower in a garden is an example of_____?,Brownian motion,Diffusion,Osmosis,Tynadal effect,B,https://myschool.ng/classroom/chemistry/45103?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,22,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,"Propane carbon(IV)oxide diffuse at the same rate because [H = 1.00, C = 12.0, O = 16.0]",They are both gases,Their molecules contain carbon,They have the same relative molecular mass,Both are denser than air,C,https://myschool.ng/classroom/chemistry/45147?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,23,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The energy which accompanies the addition of an electron to an isolated gaseous atom is,Atomization,Electronegativity,Electron affinity,Ionization,C,https://myschool.ng/classroom/chemistry/45185?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,24,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,An aqueous solution of (NH4)2 SO4 is,Acidic,Alkaline,Amphoteric,Neutral,A,https://myschool.ng/classroom/chemistry/45188?exam_type=waec&exam_year=2016&type=obj&page=5
2016,5,25,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,"When NH 4 Cl (s) is dissolved in water, the container feels cold to touch. This implies",The process is endothermic,The process is exothermic,NH4Cl forms a saturated solution,NH4Cl is highly soluble in water,A,https://myschool.ng/classroom/chemistry/45190?exam_type=waec&exam_year=2016&type=obj&page=5
2016,6,26,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,"The pH of four solutions M,N,Q and R are 2,6,8 and 11 respectively. Which of the following deductions about the solutions is correct?",The pH of N is increased when the solution is diluted,The pH of Q is increased when the solution is evaporated,M is the most alkaline solution,R is the most acidic solution,A,https://myschool.ng/classroom/chemistry/45192?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,27,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Consider the following reaction equation H 3 O + (aq) + OH (aq) \(\rightarrow\) 2H 2 O (1) The reaction represents,Esterification,Hydrolysis,Neutralization,Redox,C,https://myschool.ng/classroom/chemistry/45195?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,28,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The refreshing characteristic taste of fizzy drinks is due ot the presence of,Carbon(IV)oxide,Glucose,Hydrogen,Sodium Citrate,A,https://myschool.ng/classroom/chemistry/45196?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,29,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Chemical equilibrium is attained when,All the reactants have been completely used up,The reaction goes to completion,The concentration of reactants and products remain constant,The concentration of reactants and products are equal,C,https://myschool.ng/classroom/chemistry/45201?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,30,diagram-based,,,https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Which of the following factors will affect the rate of the reaction represented by the following equation?,I and II only,"II, III and IV only","I, II and III only","I, II. III and IV",B,https://myschool.ng/classroom/chemistry/45202?exam_type=waec&exam_year=2016&type=obj&page=6
2016,7,31,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,"On evaporation to dryness, 350cm\(^3\) of saturated solution of salt Z gave 55.5g of salt. What is the solubility of the salt? [Z = 101]",1.57 moldm-3,3.14 moldm-3,6.28 moldm-3,12.56 moldm-3,A,https://myschool.ng/classroom/chemistry/45203?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,32,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,Which of the following salts when dissolved in water will form a solution that will change blue litmus to red?,CH3COONa,NH4Cl,NaCl,KCl,B,https://myschool.ng/classroom/chemistry/45204?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,33,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,Which of the following bonds are broken when ethanol is boiled? I. Covalent bonds II. Ionic bonds III. Hydrogen bonds,I only,II only,III only,"I, II, III",C,https://myschool.ng/classroom/chemistry/45205?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,34,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,A compound with molecular formula CH 2 O 2 is,A Carbohydrate,A Carboxylic acid,An alkanol,An ester,B,https://myschool.ng/classroom/chemistry/45206?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,35,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png,The quality of electricity required to discharge 1 mole of univalent ion is,9600C,48250C,96500C,193000C,C,https://myschool.ng/classroom/chemistry/45207?exam_type=waec&exam_year=2016&type=obj&page=7
2016,8,36,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,Chlorine water is used as a bleaching agent because it is,An acidic solution,An alkaline solution,An oxidizing agent,A reducing agent,C,https://myschool.ng/classroom/chemistry/45208?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,37,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,Which of the following substances is a non-electrolyte?,H2SO4,CH3COOH,C6H12O6,NH4Cl,C,https://myschool.ng/classroom/chemistry/45209?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,38,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,The oxidation number of sulphur is +4 in,Na2S>2O3,H2SO3,H2SO4,SO3,B,https://myschool.ng/classroom/chemistry/45210?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,39,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,Consider the following ionic equation: Cr\(_2\)O\(_7\)\(^{2-}\) + 14H\(^+\) + ne- → 2Cr\(^{3+}\) + 7H\(_2\)O. The value of n in the equation is_______?,7,6,3,2,B,https://myschool.ng/classroom/chemistry/45212?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,40,cell-chemistry,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png,Consider the following half-cell reactions. Al (s) \(\to\) Al 3+ (aq) + 3e - Cu 2+ (aq) + 2e - \(\to\) Cu (s) The overall equation for the reaction is,Al(s)+ Cu2+(aq)\(\to\) Al3+(aq)+ Cu(s),2Al(s)+ Cu2+(aq)\(\to\) 2Al(aq)+ Cu(s),2Al(s)+ 3Cu2+(aq)\(\to\) 3Cu(s)+ 2Al3+(aq),3Al(s)+ 2Cu2+(aq)\(\to\) Cu(s)+ 3Al3+(aq),C,https://myschool.ng/classroom/chemistry/45216?exam_type=waec&exam_year=2016&type=obj&page=8
2016,9,41,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,Amino acids are obtained from proteins by,Hydrolysis,Oxidation,Polymerization,Reduction,A,https://myschool.ng/classroom/chemistry/45278?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,42,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,"When a compound **X** is heated with concentrated tetraoxosulphate(VI)acid, it produces an alkene. **X** is an",Alkane,Alkanol,Alkanoate,Alkyne,B,https://myschool.ng/classroom/chemistry/45281?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,43,plant-chemistry,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,Ripening of fruits is hastened by using,Ethanol,Ethane,Ethene,Ethyne,C,https://myschool.ng/classroom/chemistry/45282?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,44,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The compound that makes palm wine taste sour after exposure to the air for few days is,Ethanol,Ethanoic acid,Methanol,Methanoic acid,A,https://myschool.ng/classroom/chemistry/45284?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,45,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,Which of the following compounds is/are secondary alkanols? i) CH 3 CH(CH 3 )CH 3 OH ii) CH 3 CH 2 CH(OH)CH 3 iii) CH 3 C(OH)(CH 3 )CH 3,I only,II only,I and III only,II and III only,B,https://myschool.ng/classroom/chemistry/45287?exam_type=waec&exam_year=2016&type=obj&page=9
