Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2017,3,14,objective,,,,Government maintains law and order through the following except ________?,police,immigration,the legislature,prison service,C,https://myschool.ng/classroom/government/46882?exam_type=waec&exam_year=2017&type=obj&page=3
2017,3,15,objective,,,,A corrupt judicial system erodes the observance of ______?,national peace and stability,the rule of law,international laws and conventions,democratic values of the executive,B,https://myschool.ng/classroom/government/46883?exam_type=waec&exam_year=2017&type=obj&page=3
2017,4,16,objective,,,,Which of the following statements about public corporation is not true?,It is managed by a board of directors,It is established by an act of parliament,A huge capital is needed for its establishment,It is financed mainly by private individuals,D,https://myschool.ng/classroom/government/46884?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,17,objective,,,,Acceptability of the government in power by the governed is known as,legitimacy,sovereignty,democracy,authority,A,https://myschool.ng/classroom/government/46885?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,18,objective,,,,Which of the following countries practiced totalitarianism?,"Germany, Russia and Japan","Italy, Russia and Germany","Italy, Germany and Japan","Russia, Italy and England",B,https://myschool.ng/classroom/government/46886?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,19,objective,,,,A function of government is _________,controlling electoral commission,organizing pressure groups,making of laws,forming political parties,C,https://myschool.ng/classroom/government/46887?exam_type=waec&exam_year=2017&type=obj&page=4
2017,4,20,objective,,,,The excessive power of the traditional rulers in the pre-colonial era could checked by ________,the hunters,the priests,children of the chiefs,the farmers,B,https://myschool.ng/classroom/government/46888?exam_type=waec&exam_year=2017&type=obj&page=4
2017,5,21,objective,,,,The post-Second World War Nationalism in West Africa was characterised by,disorganization,lukewarm demands,disorientation,increased agitation,D,https://myschool.ng/classroom/government/46889?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,22,objective,,,,The rights of citizens to benefit from public utility is classified as,social rights,natural rights,religious rights,political rights,A,https://myschool.ng/classroom/government/46890?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,23,objective,,,,Which of the following strengthen the power of the Supreme Court against the executive and the legislature?,Judicial precedent,Judicial review,Court injunction,Oath swearing,B,https://myschool.ng/classroom/government/46891?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,24,objective,,,,Policy of assimilation was successfully operated by the French in,Lome,Goree,Bamako,Abidjan,B,https://myschool.ng/classroom/government/46892?exam_type=waec&exam_year=2017&type=obj&page=5
2017,5,25,objective,,,,The theory of separation of powers was propounded by ________,A. V Decay,Max Weber,Charles Montesquieu,Gabriel Almond,C,https://myschool.ng/classroom/government/46893?exam_type=waec&exam_year=2017&type=obj&page=5
2017,6,26,objective,,,,Which of the following is not a method used by pressure groups to achieve their objectives?,Employing lobbyists,Embarking on demonstrations,Embarking on strikes and boycotts,Contesting for political positions,D,https://myschool.ng/classroom/government/46894?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,27,theory,,,,Government is defined as an agency established to manage the affairs of _________,rulers,foreigners,the state,all workers,C,https://myschool.ng/classroom/government/46895?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,28,objective,,,,Provision of political education through rallies and newspapers is a function of _________,political parties,pressure groups,educated elite,the clergy,A,https://myschool.ng/classroom/government/46896?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,29,objective,,,,Which system of government has fusion of ceremonial and executive functions as a feature ________,Presidential,Cabinet,Confederal,Republican,A,https://myschool.ng/classroom/government/46897?exam_type=waec&exam_year=2017&type=obj&page=6
2017,6,30,objective,,,,"An agreed set of regulations, conventions and customs by which a country or an organisation is governed is the ________",constitution,sovereignty,suffrage,culture,A,https://myschool.ng/classroom/government/46898?exam_type=waec&exam_year=2017&type=obj&page=6
2017,7,31,objective,,,,A system of government which is based on public ownership of means of production and distribution is called,socialism,capitalism,feudalism,oligarchy,A,https://myschool.ng/classroom/government/46899?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,32,objective,,,,"In the pre-colonial era, the breaking of an oath by a chief could _________",lead to a war with his neighbours,lead to ritual cleansing,make his state come under a curse,lead to his destoolment,D,https://myschool.ng/classroom/government/46900?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,33,objective,,,,Which of the following is not a feature of a state?,sovereignty,Government,Mass Media,Territory,C,https://myschool.ng/classroom/government/46901?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,34,constitution,,,,One feature of pre-independence constitutions in West Africa is the,judicial and executive councils,executive and legislative councils,judicial and legislative councils,consultative and judicial councils,B,https://myschool.ng/classroom/government/46902?exam_type=waec&exam_year=2017&type=obj&page=7
2017,7,35,objective,,,,The guiding principle of communism is from each according to his/her,ability and to each according to his/her need',qualification and to each according to his/her need',race and to each according to his/her ability',age and to each according to his/ her status,A,https://myschool.ng/classroom/government/46903?exam_type=waec&exam_year=2017&type=obj&page=7
2017,8,36,objective,,,,The political party whose membership comprises people of high social status is called,religious party,broker party,elite party,mass party,C,https://myschool.ng/classroom/government/46904?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,37,objective,,,,For democracy to be sustained in a country it needs a,rich political leader,well - informed electorate,partial electoral commission,large police force,B,https://myschool.ng/classroom/government/46905?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,38,objective,,,,The electoral system in which the winner should have more than all the votes of all the other contestants put together is called,simple majority system,referendum,second ballot system,absolute majority system,D,https://myschool.ng/classroom/government/46906?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,39,objective,,,,Colonial administration in West Africa was a result of,a need for a new environment,the desire to underdevelop West Africa,a need for raw materials and markets,the urge to introduce western education,C,https://myschool.ng/classroom/government/46907?exam_type=waec&exam_year=2017&type=obj&page=8
2017,8,40,objective,,,,The Secretary of State for the colonies was responsible for,democratization of local governments,initiating colonial policies,fighting for the interest of the people,working with traditional rulers,B,https://myschool.ng/classroom/government/46908?exam_type=waec&exam_year=2017&type=obj&page=8
2017,9,41,objective,,,,A political party is significant because it _____?,stimulates political rancour,encourages electoral malpractices,seeks political power,settles disputes,C,https://myschool.ng/classroom/government/46909?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,42,objective,,,,One primary objective of the New Partnership for African Development (NEPAD) is to,settle disputes among African nations,eradicate poverty,betray corrupt African leaders,protect African citizens,B,https://myschool.ng/classroom/government/46910?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,43,objective,,,,The crown colonies in the British West Africa were administered through _________,assimilation,decentralization,association,direct rule,D,https://myschool.ng/classroom/government/46911?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,44,objective,,,,One duty of a good citizen is __________,building schools and hospitals,respect of the dignity and rights of others,loyalty to other nations,defending a suspect,B,https://myschool.ng/classroom/government/46912?exam_type=waec&exam_year=2017&type=obj&page=9
2017,9,45,constitution,,,,One of the defects associated with most pre-independence constitutions in British West Africa was ________,veto power of the Governor,all inclusive franchise,African domination of the executive council,African domination of the legislative council,A,https://myschool.ng/classroom/government/46913?exam_type=waec&exam_year=2017&type=obj&page=9
2017,10,46,objective,,,,An effective way of strengthening societal institutions is through the expression of ____________,person opinion,group opinion,elite opinion,public opinion,D,https://myschool.ng/classroom/government/46914?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,47,objective,,,,"A ""Yes"" or No"" vote on a specific political issue in a country is called ________",referendum,public opinion,gerrymandering,suffrage,A,https://myschool.ng/classroom/government/46915?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,48,objective,,,,Bicameralism is necessary in a federal state to demonstrate that __________,the executive is adequately represented,localized interests receive adequate representation,representation in the upper house is base on population,representation of the rich in society is taken care of,B,https://myschool.ng/classroom/government/46916?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,49,objective,,,,The Economic Community of West African States (ECOWAS) was formally established in Lagos on _________,"December 20, 1945",June 20. 1963,"March 15, 1971","May 28, 1975",D,https://myschool.ng/classroom/government/46917?exam_type=waec&exam_year=2017&type=obj&page=10
2017,10,50,objective,,,,A political system in which there is only one legalized political party is called a ________,de jure one-party system,de facto one-party system,totalitarian single party system,mass party system,A,https://myschool.ng/classroom/government/46918?exam_type=waec&exam_year=2017&type=obj&page=10
