Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,4,18,objective,,,,An advanced balance payment could be corrected through,increase in the put,increase in export,reduction of export,removal of tariffs,B,https://myschool.ng/classroom/commerce/72971?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,19,objective,,,,A price quotation that includes the cost of delivering the goods up to the ship but excludes the cost of loading is,FAS,FOB,Franco,CIF,B,https://myschool.ng/classroom/commerce/72972?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,20,objective,,,,"To inform the buyer that the goods are in transit, the seller sends",a quotation,an invoice,a debit note,an advice note,D,https://myschool.ng/classroom/commerce/72973?exam_type=waec&exam_year=2024&type=obj&page=4
2024,5,21,objective,,,,A financial institution established to raise funds for people who wish to build homes is a,central bank,commercial bank.,development bank,mortgage bank,D,https://myschool.ng/classroom/commerce/72974?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,22,objective,,,,The insurance policy that covers a company against cashiers' dishonesty is,consequential loss,employers' liability,fidelity guarantee,third party,C,https://myschool.ng/classroom/commerce/72975?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,23,objective,,,,Which of the following instruments is not a means of payment?,debit note,debit card,credit cards,bank notes,A,https://myschool.ng/classroom/commerce/72976?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,24,objective,,,,"To correct an overcharge for goods on an invoice, the seller sends the buyer",an advice note,a credit note,a consignment note,a delivery note,B,https://myschool.ng/classroom/commerce/72977?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,25,objective,,,,A market for long-term loans is the,capital market,foreign exchange market,money market,new issues market,A,https://myschool.ng/classroom/commerce/72978?exam_type=waec&exam_year=2024&type=obj&page=5
2024,6,26,objective,,,,The most suitable means of transporting liquid and gas over long distances within a country is by,tasker,tanker,pipeline,aircraft,C,https://myschool.ng/classroom/commerce/72980?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,27,objective,,,,A computer's main storage device is the,compact disk,flash drive,hard disk,memory chip,C,https://myschool.ng/classroom/commerce/72981?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,28,objective,,,,The amount an assured receives if he discontinues a life policy is,surrender value,sum assured,net value,indemnity,A,https://myschool.ng/classroom/commerce/72982?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,29,objective,,,,Which of the following means of advertising generates a wider coverage?,radio,neon signs,cinema,billboards,A,https://myschool.ng/classroom/commerce/72983?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,30,objective,,,,A cheque that bears a date later than the current date is a,stale cheque,post-dated cheque,dishonoured cheque,certified cheque,A,https://myschool.ng/classroom/commerce/72984?exam_type=waec&exam_year=2024&type=obj&page=6
2024,7,31,objective,,,,The holder of a bill who wishes to pose it before maturity would be paid,dividend,interest,the discounted value,the face value,C,https://myschool.ng/classroom/commerce/72989?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,32,objective,,,,A medium of advertising that a hawker could use to promote sales is,window display,hoarding,free samples,cinema,C,https://myschool.ng/classroom/commerce/72990?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,33,objective,,,,Which of the following activities would make continuous production possible,Grading,Packaging,Transportation,Warehousing,D,https://myschool.ng/classroom/commerce/72991?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,34,objective,,,,An advantage of personal selling is that is,appeals to many people at a time,ensures a wider market coverage,involves little expenditure,generate immediate feedback,D,https://myschool.ng/classroom/commerce/72992?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,35,objective,,,,A protection of an author's published work,copyright,patent,trademark,warranty,A,https://myschool.ng/classroom/commerce/72993?exam_type=waec&exam_year=2024&type=obj&page=7
2024,8,36,objective,,,,Under which act could a buyer of a faulty television set claim for replacement?,food and drugs act,price control act,Rent Control Act,standard organization act,D,https://myschool.ng/classroom/commerce/72994?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,37,objective,,,,A computer's main storage device is the,compact disk,flash drive,hard disk,memory chip,C,https://myschool.ng/classroom/commerce/72995?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,38,objective,,,,Which of the following retail businesses sell without a shop,department store,mail order,multiple store,tied shop,B,https://myschool.ng/classroom/commerce/72996?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,39,objective,,,,The process of providing cover for goods is,blending,branding,grading,packaging,D,https://myschool.ng/classroom/commerce/72997?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,40,objective,,,,The right of an unpaid seller includes the right to,Sue a debtor for the amount owed,Stop a debtor from purchasing goods elsewhere,publish the act of debtor,seize a debtor's property,A,https://myschool.ng/classroom/commerce/72998?exam_type=waec&exam_year=2024&type=obj&page=8
2024,9,41,objective,,,,One of the legislation that protects consumers is the,copyright act,company act,partnership act,sales of good act,D,https://myschool.ng/classroom/commerce/72999?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,42,objective,,,,Internal and external factors that affect how business functions is,business environment,business structures,span control,scalar chain,A,https://myschool.ng/classroom/commerce/73000?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,43,objective,,,,The management function that provides guidance and supervision to subordinates is,organizing,planning,directing,controlling,C,https://myschool.ng/classroom/commerce/73001?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,44,objective,,,,A document issued by the captain of a ship to acknowledge receipt of goods is a,dock receipt,bill of lading,mate receipt,ships manifest,A,https://myschool.ng/classroom/commerce/73002?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,45,objective,,,,A reason for the privatization of the petroleum industry is to,reduce the production of petroleum products,reduce private businesses,Encourage private businesses in the sector,Control production in the sector,B,https://myschool.ng/classroom/commerce/73003?exam_type=waec&exam_year=2024&type=obj&page=9
2024,10,46,objective,,,,An advantage of commercialization to consumers is that,it promotes inefficiency,it reduces loyalty of workers,Customers do not have a value for their money,prices of the product increase,D,https://myschool.ng/classroom/commerce/73004?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,47,objective,,,,One of the social responsibilities of a business to the community is,provision of after sale service,payment of salary,ensuring profitability,controlling pollution,D,https://myschool.ng/classroom/commerce/73005?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,48,objective,,,,An objective of the Niger Basin Commission is to,enhance the development of irrigation systems,Encourage the use of a common language,Encourage free trade in the area,facilitate the settlement of indebtedness,A,https://myschool.ng/classroom/commerce/73006?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,49,objective,,,,The act of reducing government intervention in business is,commercialization,deregulation,merger,privatization,B,https://myschool.ng/classroom/commerce/73007?exam_type=waec&exam_year=2024&type=obj&page=10
2024,10,50,objective,,,,Which of the following is not problem of ECOWAS ?,pursuit of different political ideologies,existence of meagre resources in the member countries,The difference in colonial history,disagreement of leadership,B,https://myschool.ng/classroom/commerce/73008?exam_type=waec&exam_year=2024&type=obj&page=10
