Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2016,6,28,objective,,,,Which of the following themes can be associated with the Lord's prayer?,Love,Forgiveness,Humility,Commitment,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46296?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,29,objective,,,,The three disciples in whom Jesus frequently confided were,"Andrew, Peter and Matthew","James, Peter and Thomas","Peter, James and John","Peter,James and Andrew",C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46297?exam_type=waec&exam_year=2016&type=obj&page=6
2016,6,30,objective,,,,The resurrection of Jesus Christ from the dead was meant to show his,obedience and glory,power and love,victory over demons,victory over death,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46298?exam_type=waec&exam_year=2016&type=obj&page=6
2016,7,31,objective,,,,The man who was compelled to carry the cross of Jesus was,Cleopas,Barabbas,Simon of Cyrene,Joseph of Arimathea,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46299?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,32,objective,,,,Jesus was brought to Golgotha to be Crucified ''Golgothat'' means a place,sacrifice,tribulation,skull,death,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46300?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,33,objective,,,,Jesus offered salvation to one of the robbers crucified with Him because the robber was,Indifferent,sympathetic,humble,repentant,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46301?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,34,objective,,,,The field in which Judas Iscariot was buried was known as,Golgotha,Akeldama,Praetorium,Portico,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46302?exam_type=waec&exam_year=2016&type=obj&page=7
2016,7,35,objective,,,,Ananias ans Sapphira died because of their,Selfishness,Slander,Coveteousness,Dishonesty,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46303?exam_type=waec&exam_year=2016&type=obj&page=7
2016,8,36,objective,,,,The problem of discrimination in the Early Church was solved by the,replacement of Judas Iscariot,death of Ananias and Sapphira,appointment of deacons,defence of Gamaliel,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46304?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,37,objective,,,,Ananias was unwilling to lay hands on Saul because,God did not instruct him to do so,Saul's sin had not been forgiven,Saul had opposed the Church,Ananias was not qualified to do so,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46305?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,38,objective,,,,The people of Lydda and Sharon turned to the Lord when Peter,healed Aeneas,resurrected Dorcas,invoked the spirit on them,performed miracles in their midst,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46306?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,39,objective,,,,The people of Lydda and Sharon turned to the when Peter,healed Aeneas,resurrected Dorcas,invoked the spirit on them,performed miracles in their midst,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46307?exam_type=waec&exam_year=2016&type=obj&page=8
2016,8,40,objective,,,,**...''Why did you go to uncircumcised men and eat with them?''** This question was put to,Aeneas in Lydda,Cornelius in Caesarea,Peter in Joppa,Saul in Tarsus,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46308?exam_type=waec&exam_year=2016&type=obj&page=8
2016,9,41,objective,,,,The outpouring of the Holy spirit was associated with the symbols of,cloud and stars,wind and fire,sound and dove,flames and dove,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46309?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,42,objective,,,,The first apostolic martyr was,Judas Iscariot,"James, the brother of John",Simon Peter,"James, the son of Alphacus",B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46310?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,43,objective,,,,"James said that Abraham, by agreeing to sacrifice Isaac was justified, as a believer, by his",faith,truthfulness,work,loyalty,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46311?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,44,objective,,,,Partiality according to James involved,loving one another,discriminating among themselves,honouring the poor,speaking the truth,B,https://myschool.ng/classroom/christian-religious-knowledge-crk/46312?exam_type=waec&exam_year=2016&type=obj&page=9
2016,9,45,objective,,,,James taught that prayers could be answered if Christians pray with,an open heart,aggression and force,peace and forgiveness,trust and humility,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46313?exam_type=waec&exam_year=2016&type=obj&page=9
2016,10,46,objective,,,,Peter called on Christians not to retaliate because,vengeance belongs of God,God fights for the innocents,God made light Jesus persecution,Jesus patiently bore his persecutions,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46314?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,47,objective,,,,Peter expected elders of the church to lead their flock,extraordinarily,timelessly,selflessly,bossily,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46315?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,48,objective,,,,Peter expected elders of the church to lead their flock,extraordinarily,timelessly,selflessly,bossily,C,https://myschool.ng/classroom/christian-religious-knowledge-crk/46316?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,49,objective,,,,To maintain a high moral standard Peter advised Christians to,marry fellow Christians,Abstain from social vices,treat people fairly,be merciful and Kind,D,https://myschool.ng/classroom/christian-religious-knowledge-crk/46317?exam_type=waec&exam_year=2016&type=obj&page=10
2016,10,50,objective,,,,Peter taught that Christians should use their freedom to,perform good deeds,seek God's deliverance,fight their enemies,honour wicked masters,A,https://myschool.ng/classroom/christian-religious-knowledge-crk/46318?exam_type=waec&exam_year=2016&type=obj&page=10
