Year,Page,Question_Number,Question_Type,Instruction,Passage,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2018,4,16,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** The defence counsel was unable to convince the ______ of John's innocence.",plaintiff,witness,panel,jury,D,https://myschool.ng/classroom/english-language/48369?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,17,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** Unfortunately, corruption is the _______ of most African countries.",venom,bane,disaster,backbone,B,https://myschool.ng/classroom/english-language/48370?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,18,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** The _______ results proved that the patient had hepatitis.",investigation,diagnosis,probe,test,B,https://myschool.ng/classroom/english-language/48373?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,19,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** The new book has beautiful _______ which make it attractive.",illustrations,demonstrations,illuminations,compositions,A,https://myschool.ng/classroom/english-language/48374?exam_type=waec&exam_year=2018&type=obj&page=4
2018,4,20,objective,,,"**From the words lettered A to D, choose the word that best completes each of the following sentences.** Their marriage was finally _____ after years of hostility.",cancelled,annulled,broken,separated,C,https://myschool.ng/classroom/english-language/48376?exam_type=waec&exam_year=2018&type=obj&page=4
2018,5,21,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** Can you imagine Oka behaving as if he has all the knowledge in the world? This means that Oka.",does not really know anything,knows so much more than we think,is admired by everybody,respects other people,A,https://myschool.ng/classroom/english-language/48379?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,22,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** Akin is too full of himself. This means that Akin",Talks too much,eats too much,is too proud,is quite annoying,C,https://myschool.ng/classroom/english-language/48380?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,23,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** She slogged her guts out for the examinations. This means that she",failed the examination despite working hard for it,passed the examination despite not working hard for it,used unfair means to face the examination,really worked very hard for the examination,D,https://myschool.ng/classroom/english-language/48381?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,24,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** I admire Modou: very few people can stomach all of Adaeze's insults. This means that Modou",tolerated Adaeze's insults,was a weakling,had no answer to Adaeze's insults,did the right thing by remaining silent,A,https://myschool.ng/classroom/english-language/48384?exam_type=waec&exam_year=2018&type=obj&page=5
2018,5,25,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** After months of battling with stroke, he is now a shadow of his former self. This means that he",is now frail,is vulnerable,is hopeless,has almost recovered,A,https://myschool.ng/classroom/english-language/48386?exam_type=waec&exam_year=2018&type=obj&page=5
2018,6,26,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** Kura, you can't be too careful when dealing with Wang. This means that Kura.",has no reason to be suspicious of Wang,can fully rely on Wang,has to be very careful in his relationship with Wang,may feel free in the company of Wang,C,https://myschool.ng/classroom/english-language/48387?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,27,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** Don't tell me another cock and bull story. This means that the speaker does not want to.",be further baffled,hear the same old story,hear another drab story,be further deceived,D,https://myschool.ng/classroom/english-language/48388?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,28,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** Had he confessed much earlier, she would have trusted him. This means that he","had confessed earlier on, but he wasn't trusted",had confessed much earlier on and he was trusted,hadn't confessed much earlier on and he was trusted,"hadn't confessed earlier on, and wasn't trusted",D,https://myschool.ng/classroom/english-language/48389?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,29,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** Kola: You really worked hard to win the case. Didia: You don't know the half of it. This means that.",it wasn't as difficult as Kola had thought,Kola's statement wasn't actually correct,it was even more difficult than Kola could imagine,Winning the case didn't mean much to Kola,C,https://myschool.ng/classroom/english-language/48391?exam_type=waec&exam_year=2018&type=obj&page=6
2018,6,30,objective,,,"**After the following sentence, a list of possible interpretations is given. Choose the interpretation that is most appropriate for the sentence.** Femi is too clever by half. This means that Femi",displays his cleverness in an annoying way,is not as clever as he thinks,pleases everyone he meets,hides how clever he really is,A,https://myschool.ng/classroom/english-language/48393?exam_type=waec&exam_year=2018&type=obj&page=6
2018,7,31,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** He was such _a brilliant footballer!_",an inspired,an intelligent,a dazzling,skillful,D,https://myschool.ng/classroom/english-language/48398?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,32,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** The Politician is _a fluent_ speaker.",an eloquent,a superficial,an insightful,a persuasive,A,https://myschool.ng/classroom/english-language/48400?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,33,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** Everyone has the _urge_ to succeed in life.",compulsion,desire,need,courage,B,https://myschool.ng/classroom/english-language/48401?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,34,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** When he heard the gunshot, he ran into a _thick_ forest.",tight,deep,dense,close,C,https://myschool.ng/classroom/english-language/48403?exam_type=waec&exam_year=2018&type=obj&page=7
2018,7,35,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** That was a _timely_ intervention.",suitable,accurate,prompt,major,C,https://myschool.ng/classroom/english-language/48405?exam_type=waec&exam_year=2018&type=obj&page=7
2018,8,36,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** David is not only hardworking but also _scrupulous_ .",painstaking,ambitious,pleasant,daring,A,https://myschool.ng/classroom/english-language/48408?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,37,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** We really have to be careful because the situation is rather _tricky_ .",deceitful,trivial,unexpected,difficult,D,https://myschool.ng/classroom/english-language/48411?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,38,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** I think that his essay is _impeccable._",erroneous,correct,satisfactory,faultless,D,https://myschool.ng/classroom/english-language/48413?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,39,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** There has been a _marked_ change in her study habit.",significant,real,full,complete,A,https://myschool.ng/classroom/english-language/48414?exam_type=waec&exam_year=2018&type=obj&page=8
2018,8,40,objective,,,"**From the words lettered A to D below each of the following sentences, choose the word or group of words that is nearest in meaning to the underlined word as it is used in the sentence.** He was _directed_ to write the letter.",advised,instructed,persuaded,forced,B,https://myschool.ng/classroom/english-language/48415?exam_type=waec&exam_year=2018&type=obj&page=8
2018,9,41,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** Every one of the students _______ to be excited about the excursion.",was seeming,is seeming,seem,seems,D,https://myschool.ng/classroom/english-language/48418?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,42,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** We should assist the poor ________ ?",shall we,isn't it,shouldn't we,we shouldn't,C,https://myschool.ng/classroom/english-language/48420?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,43,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** Either he or you ______ to clean up the mess.",has,have,were,was,B,https://myschool.ng/classroom/english-language/48424?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,44,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** If Musa had woken up earlier, he ______ breakfast.",would not have missed,ought not to miss.,shall have missed,may have missed,A,https://myschool.ng/classroom/english-language/48425?exam_type=waec&exam_year=2018&type=obj&page=9
2018,9,45,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** He would rather appeal the decision _______ defeat.",instead of accepting,than accepting,than accepts,than accept,D,https://myschool.ng/classroom/english-language/48426?exam_type=waec&exam_year=2018&type=obj&page=9
2018,10,46,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** The student complained that he ______ the teacher.",was not hearing,could not hear,does not hear,is not hearing,B,https://myschool.ng/classroom/english-language/48427?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,47,objective,,,"*From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.* My brother ______ in lagos for the past ten years.",is living,lived,will lived,has been living,D,https://myschool.ng/classroom/english-language/48429?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,48,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** I am totally disappointed _______ such poor grades.",from,with,for,on,B,https://myschool.ng/classroom/english-language/48430?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,49,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** He is a doctor but he dabbles _______ politics now and then.",in,through,on,into,A,https://myschool.ng/classroom/english-language/48432?exam_type=waec&exam_year=2018&type=obj&page=10
2018,10,50,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** _______ arrived before the manager.",Neither he nor I,Neither me nor him,Either I nor him,Neither me nor him,A,https://myschool.ng/classroom/english-language/48433?exam_type=waec&exam_year=2018&type=obj&page=10
2018,11,51,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** The evening was rounded _____ with a dance.",off,up,out,down,A,https://myschool.ng/classroom/english-language/48436?exam_type=waec&exam_year=2018&type=obj&page=11
2018,11,52,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** I _______ have done the dishes but i haven't had the time.",will,should,might,shall,B,https://myschool.ng/classroom/english-language/48437?exam_type=waec&exam_year=2018&type=obj&page=11
2018,11,53,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** I have heard all _______ you've said",what,which,that,whatever,C,https://myschool.ng/classroom/english-language/48439?exam_type=waec&exam_year=2018&type=obj&page=11
2018,11,54,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** Life in the city is ________ challenging for the lazy.",too much,so much,very much,much too,D,https://myschool.ng/classroom/english-language/48440?exam_type=waec&exam_year=2018&type=obj&page=11
2018,11,55,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** It is always ________ that gets the blame",me,I,myself,mine,B,https://myschool.ng/classroom/english-language/48441?exam_type=waec&exam_year=2018&type=obj&page=11
2018,12,56,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** He spends a ______ deal of his time studying.",large,great,big,huge,B,https://myschool.ng/classroom/english-language/48442?exam_type=waec&exam_year=2018&type=obj&page=12
2018,12,57,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** I guess he holds _______ sensitive position in the company.",some kind,many kind of,some kind of,many kind,C,https://myschool.ng/classroom/english-language/48445?exam_type=waec&exam_year=2018&type=obj&page=12
2018,12,58,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** He always gives ______ for coming late to school.",one excuse or another,one excuse or the other,some excuse or another,some excuse or the other,B,https://myschool.ng/classroom/english-language/48446?exam_type=waec&exam_year=2018&type=obj&page=12
2018,12,59,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** ___________ you turn down down the volume of the radio? I am trying to read!",may,will,would,should,B,https://myschool.ng/classroom/english-language/48448?exam_type=waec&exam_year=2018&type=obj&page=12
2018,12,60,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** I know it's a secret, so I _____ tell anyone.",couldn't,shan't,needn't,mightn't,B,https://myschool.ng/classroom/english-language/48449?exam_type=waec&exam_year=2018&type=obj&page=12
2018,13,61,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** At the last minute, Amidu backed _____ of the plan.",up,off,out,down,C,https://myschool.ng/classroom/english-language/48450?exam_type=waec&exam_year=2018&type=obj&page=13
2018,13,62,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** He ______ be very handsome but i don't like him.",shall,will,might,can,C,https://myschool.ng/classroom/english-language/48451?exam_type=waec&exam_year=2018&type=obj&page=13
2018,13,63,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** During her early day in school, she ______ study for hours,",would,may,can,shall,A,https://myschool.ng/classroom/english-language/48452?exam_type=waec&exam_year=2018&type=obj&page=13
2018,13,64,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** He _______ this morning in a dazzling white shirt.",turned off,turned in,turned by,turned out,D,https://myschool.ng/classroom/english-language/48453?exam_type=waec&exam_year=2018&type=obj&page=13
2018,13,65,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** The police have _________ a warning to all residents of the area.",put on,put in,put off,put out,D,https://myschool.ng/classroom/english-language/48455?exam_type=waec&exam_year=2018&type=obj&page=13
2018,14,66,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** My parents taught me a lot of lessons, most of ______ are difficult to forget.",what,who,whom,,A,https://myschool.ng/classroom/english-language/48456?exam_type=waec&exam_year=2018&type=obj&page=14
2018,14,67,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** Sani ______ on a banana peel and fell down.",slide,slid,had slid,was sliding,B,https://myschool.ng/classroom/english-language/48457?exam_type=waec&exam_year=2018&type=obj&page=14
2018,14,68,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** I look forward to _________ from you.",hear,hearing,be hearing,have heard,B,https://myschool.ng/classroom/english-language/48458?exam_type=waec&exam_year=2018&type=obj&page=14
2018,14,69,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** I have made remarkable progress ______ learning French.",by,at,in,for,C,https://myschool.ng/classroom/english-language/48460?exam_type=waec&exam_year=2018&type=obj&page=14
2018,14,70,objective,,,"**From the words or group of words lettered A to D, choose the word or group of words that best completes each of the following sentences.** The beans have not been properly ________",grind,ground,grinding,grounded,B,https://myschool.ng/classroom/english-language/48461?exam_type=waec&exam_year=2018&type=obj&page=14
2018,15,71,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **71** in the passage.",creation,provision,construction,production,D,https://myschool.ng/classroom/english-language/48479?exam_type=waec&exam_year=2018&type=obj&page=15
2018,15,72,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **72** in the passage.",debts,pitfalls,risks,problems,C,https://myschool.ng/classroom/english-language/48480?exam_type=waec&exam_year=2018&type=obj&page=15
2018,15,73,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **73** in the passage.",hawker,peddler,retailer,trader,C,https://myschool.ng/classroom/english-language/48482?exam_type=waec&exam_year=2018&type=obj&page=15
2018,15,74,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **74** in the passage.",plunge,invest,break,delve,B,https://myschool.ng/classroom/english-language/48484?exam_type=waec&exam_year=2018&type=obj&page=15
2018,15,75,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **75** in the passage.",colleague,comrade,fellow,partner,D,https://myschool.ng/classroom/english-language/48485?exam_type=waec&exam_year=2018&type=obj&page=15
2018,16,76,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **76** in the passage..",tendencies,properties,attributes,features,C,https://myschool.ng/classroom/english-language/48486?exam_type=waec&exam_year=2018&type=obj&page=16
2018,16,77,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **77** in the passage.",skills,talents,knack,foresight,A,https://myschool.ng/classroom/english-language/48487?exam_type=waec&exam_year=2018&type=obj&page=16
2018,16,78,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **78** in the passage.",outputs,yields,products,materials,C,https://myschool.ng/classroom/english-language/48489?exam_type=waec&exam_year=2018&type=obj&page=16
2018,16,79,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **79** in the passage.",controls,checks,restrains,bridles,A,https://myschool.ng/classroom/english-language/48491?exam_type=waec&exam_year=2018&type=obj&page=16
2018,16,80,comprehension,,,"In the above passage, the numbered gaps indicate missing words. Against each number in the passage, four options are given. Choose the word that is the **most suitable** to fill number **80** in the passage.",assets,wealth,stock,resources,D,https://myschool.ng/classroom/english-language/48492?exam_type=waec&exam_year=2018&type=obj&page=16
2018,17,81,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** c _oi_ n",toy,rod,lord,ride,A,https://myschool.ng/classroom/english-language/48505?exam_type=waec&exam_year=2018&type=obj&page=17
2018,17,82,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** bl _o_ w",brown,blew,road,now,C,https://myschool.ng/classroom/english-language/48506?exam_type=waec&exam_year=2018&type=obj&page=17
2018,17,83,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** lawy _er_",lawless,lorry,adapt,flying,C,https://myschool.ng/classroom/english-language/48508?exam_type=waec&exam_year=2018&type=obj&page=17
2018,17,84,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** decid _e_ d",bled,hid,skew,hide,B,https://myschool.ng/classroom/english-language/48510?exam_type=waec&exam_year=2018&type=obj&page=17
2018,17,85,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** c _u_ p",oven,cot,crop,curl,A,https://myschool.ng/classroom/english-language/48511?exam_type=waec&exam_year=2018&type=obj&page=17
2018,18,86,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** p _ure_",sure,you,curse,more,A,https://myschool.ng/classroom/english-language/48512?exam_type=waec&exam_year=2018&type=obj&page=18
2018,18,87,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** h _ow_",low,drought,bowl,bought,B,https://myschool.ng/classroom/english-language/48513?exam_type=waec&exam_year=2018&type=obj&page=18
2018,18,88,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** sh _or_ t",but,shoot,spot,jaw,D,https://myschool.ng/classroom/english-language/48519?exam_type=waec&exam_year=2018&type=obj&page=18
2018,18,89,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** st _ew_",slow,blue,gnaw,good,B,https://myschool.ng/classroom/english-language/48521?exam_type=waec&exam_year=2018&type=obj&page=18
2018,18,90,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** c _ou_ ld",cold,cod,pull,cool,C,https://myschool.ng/classroom/english-language/48523?exam_type=waec&exam_year=2018&type=obj&page=18
2018,19,91,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** l _ea_ gue",lick,pleasure,people,learn,C,https://myschool.ng/classroom/english-language/48524?exam_type=waec&exam_year=2018&type=obj&page=19
2018,19,92,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** hi _gh_",yell,bye,quay,toil,B,https://myschool.ng/classroom/english-language/48525?exam_type=waec&exam_year=2018&type=obj&page=19
2018,19,93,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** st _ay_",height,rake,rise,rose,B,https://myschool.ng/classroom/english-language/48526?exam_type=waec&exam_year=2018&type=obj&page=19
2018,19,94,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** b _u_ rn",barn,owl,girl,pus,C,https://myschool.ng/classroom/english-language/48527?exam_type=waec&exam_year=2018&type=obj&page=19
2018,19,95,objective,,,"**From the words lettered A to D, choose the word that has the same vowel sound as the one represented by the letter(s) underlined.** p _ar_ se",spice,irk,chart,eye,C,https://myschool.ng/classroom/english-language/48529?exam_type=waec&exam_year=2018&type=obj&page=19
2018,20,96,objective,,,"**From the words lettered A to D, choose the word that has the same consonant sound(s) as the on represented by the letter(s) underlined.** _k_ in",knife,scheme,scene,known,B,https://myschool.ng/classroom/english-language/48535?exam_type=waec&exam_year=2018&type=obj&page=20
2018,20,97,objective,,,"**From the words lettered A to D, choose the word that has the same consonant sound(s) as the on represented by the letter(s) underlined.** _s_ ame",isle,dies,daze,loose,D,https://myschool.ng/classroom/english-language/48549?exam_type=waec&exam_year=2018&type=obj&page=20
2018,20,98,objective,,,"**From the words lettered A to D, choose the word that has the same consonant sound(s) as the on represented by the letter(s) underlined.** _p_ arent",pious,physics,corps,pharmacy,A,https://myschool.ng/classroom/english-language/48552?exam_type=waec&exam_year=2018&type=obj&page=20
2018,20,99,objective,,,"**From the words lettered A to D, choose the word that has the same consonant sound(s) as the on represented by the letter(s) underlined.** ta _x_",ask,ached,lacks,kiss,C,https://myschool.ng/classroom/english-language/48554?exam_type=waec&exam_year=2018&type=obj&page=20
2018,20,100,objective,,,"**From the words lettered A to D, choose the word that has the same consonant sound(s) as the on represented by the letter(s) underlined.** _z_ ero",days,cease,seizure,measure,A,https://myschool.ng/classroom/english-language/48555?exam_type=waec&exam_year=2018&type=obj&page=20
