Year,Page,Question_Number,Question_Type,Instruction,Diagram_Context,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2024,3,11,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Ethanedioic acid is an organic solid that can be purified by,decantation,distillation,crystallization,filtration,C,https://myschool.ng/classroom/chemistry/72177?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,12,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Which of the following functional groups is present in alkanoic acid?,-COOH,-OH,-COOR,-CHO,A,https://myschool.ng/classroom/chemistry/72178?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,13,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,"In ethanol, the attractive forces between adjacent molecules are",covalent bonds only,hydrogen bonds only,hydrogen bonding and Van der Waal's forces,Van der Waal's forces only,C,https://myschool.ng/classroom/chemistry/72179?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,14,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,"At 25\(^0\)C, the saturated solution of a salt in water was found to contain 0.24g of the salt in 100cm\(^3\). What is the solubility of the salt in gdm\(^{-1}\)?",0.024,0.240,2.40,24.0,C,https://myschool.ng/classroom/chemistry/72180?exam_type=waec&exam_year=2024&type=obj&page=3
2024,3,15,diagram-based,,,https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,The reaction represented by the equation: Ni\(^{2+}\)\((_{aq}\)) + Fe\((_s\)) → Ni\((_s\)) + Fe\(^{2+}\)\((_{aq}\)) is a redox reaction because,Ni\(^{2+}\) ions are oxidized and Fe acts as a oxidizing agent,Ni\(^{2+}\) ions are oxidized and Fe acts as a reducing agent,Ni\(^{2+}\) ions are reduced and Fe acts as an oxidizing agent,Ni\(^{2+}\) ions are reduced and Fe acts as a reducing agent.,D,https://myschool.ng/classroom/chemistry/72181?exam_type=waec&exam_year=2024&type=obj&page=3
2024,4,16,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Which of the following statements describes transition elements? They,are very reactive,have low melting points,possess variable oxidation state,form colourless salts,C,https://myschool.ng/classroom/chemistry/72182?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,17,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Aluminium is suitable for making alloys for aircraft construction because it,is hard and brittle,is light and very resistant to corrosion,has high density and also a non-conductor of electricity,is amphoteric and allotropic,B,https://myschool.ng/classroom/chemistry/72183?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,18,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Which of the following arrangements of elements is in order of increasing ionization energy?,"Si, Al, S, P","S, P, Si, Al","Al, Si, P, S","P, Si, S, Al",C,https://myschool.ng/classroom/chemistry/72184?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,19,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,"Consider the reaction represented by the equation: C\(_3\)H\(_8\) + 5 O\(_2\) → 3CO\(_2\) + 4H\(_2\)O If 0.1 mole of C\(_3\)H\(_8\) was completely burnt, what volume of CO\(_2\) would be produced at stp? [volume of gas at stp = 22.4dm\(^3\)mol\(^{-1}\)].",6.72dm\(^3\),2.24dm\(^3\),0.30 dm\(^3\),0.10dm\(^3\),A,https://myschool.ng/classroom/chemistry/72185?exam_type=waec&exam_year=2024&type=obj&page=4
2024,4,20,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png,Naturally occurring Boron is made up of 19.9% \(^{10}\)B and 80.1% \(^{11}\)B. The relative atomic mass of Boron is,21.0,10.8,10.5,10.0,B,https://myschool.ng/classroom/chemistry/72186?exam_type=waec&exam_year=2024&type=obj&page=4
2024,5,21,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The number of shared pair of electrons in a molecule of methane is,2,4,6,8,B,https://myschool.ng/classroom/chemistry/72187?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,22,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Isotopes of the same element have similar chemical properties because they have the same number of,nuclides,protons,neutrons,atoms,B,https://myschool.ng/classroom/chemistry/72188?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,23,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Which of the following household liquids would be effective in treating someone with too much acid in the stomach?,Strong salt solution with pH 7.0,Tomato juice with pH 4.1,Milk of Magnesia with pH 10.5,Black coffee with pH 5.0,C,https://myschool.ng/classroom/chemistry/72189?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,24,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The percentage by mass of Oxygen in MgSO\(_4\).7H\(_2\)O is [ M\(_r\) of MgSO\(_4\).7H\(_2\)O = 246 ],26.0%,45.5%,71.5%,84.0%,C,https://myschool.ng/classroom/chemistry/72190?exam_type=waec&exam_year=2024&type=obj&page=5
2024,5,25,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Catalysts alter reaction rates by,providing an alternative reaction pathway,lowering the energy of reaction,increasing the surface area of reactants,aligning the reactant molecules properly,A,https://myschool.ng/classroom/chemistry/72191?exam_type=waec&exam_year=2024&type=obj&page=5
2024,6,26,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,Ethane of volume 400 cm\(^3\) was completely burnt in excess oxygen according to the following equation: 2C\(_2\)H\(_6\)\(_(g)\) + 7O\(_2\)\(_(g)\) → 6H\(_2\)O\(_(g)\) + 4CO\(_2\)\(_(g)\) Calculate the volume of steam that would be produced.,200 cm\(^3\),400 cm\(^3\),600 cm\(^3\),1200 cm\(^3\),D,https://myschool.ng/classroom/chemistry/72192?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,27,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,A saturated solution at 30\(^0\)C will normally produce crystals at a temperature of,50\(^0\)C,40\(^0\)C,35\(^0\)C,20\(^0\)C,D,https://myschool.ng/classroom/chemistry/72193?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,28,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,The following organic compounds are polymers except,rubber,starch,proteins,fats,D,https://myschool.ng/classroom/chemistry/72194?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,29,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,"According to the collision theory of reaction rates, which of the following conditions is not required for two molecules to react? The molecules must",come into contact without loss of energy on colliding with each other,collide with enough energy to overcome the activation energy barrier,collide in an orientation that makes formation of product possible,possess enough speed to overcome intermolecular forces of attraction,A,https://myschool.ng/classroom/chemistry/72195?exam_type=waec&exam_year=2024&type=obj&page=6
2024,6,30,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png,A weak acid is one which,is not corrosive,completely ionizes in water,does not produce salt with alkali,slightly ionizes in water,D,https://myschool.ng/classroom/chemistry/72196?exam_type=waec&exam_year=2024&type=obj&page=6
2024,7,31,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Which of the following conditions are necessary for the preparation of alkanoates from alkanols and alkanoic acid?,Water and NaOH,Conc. H\(_2\)SO\(_4\) and heat,NaOH and heat,water and aqueous HCl,B,https://myschool.ng/classroom/chemistry/72197?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,32,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,"The volume of 22g of CO\(_2\) at stp is equivalent to [C =12, O =16, molar volume at stp = 22.4 dm\(^3\) ]",22.0 dm\(^3\),22.4 dm\(^3\),11.2 dm\(^3\),5.6 dm\(^3\),C,https://myschool.ng/classroom/chemistry/72198?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,33,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Pairs of outermost shell electrons which are not used in bonding are,lone pairs,bonding pairs,valence electrons,electrovalent electrons,A,https://myschool.ng/classroom/chemistry/72199?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,34,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,\(_8\)X\(^{2-}\) and \(_{10}\)Y are,isomers,isotopes,allotropes,isoelectronic,D,https://myschool.ng/classroom/chemistry/72200?exam_type=waec&exam_year=2024&type=obj&page=7
2024,7,35,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/sae069zVtFT0YYhNWSpVyDjL19w7YFr4HE7JOx1E.png | https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png,Pure water contaminated with quicklime will have a pH of,1,6,7,8,D,https://myschool.ng/classroom/chemistry/72201?exam_type=waec&exam_year=2024&type=obj&page=7
2024,8,36,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The electron configuration of \(_{29}\) Cu is,1S\(^2\) 2S\(^2\) 2P\(^6\) 3S\(^2\) 3P\(^6\) 4S\(^1\) 3d\(^{10}\),1S\(^2\) 2S\(^2\) 2P\(^6\) 3S\(^2\) 3P\(^6\) 4S\(^3\) 3d\(^9\),1S\(^2\) 2S\(^2\) 2P\(^5\) 3S\(^2\) 3P\(^6\) 4S\(^2\) 3d\(^{10}\),1S\(^2\) 2S\(^2\) 2P\(^6\) 3S\(^2\) 3P\(^2\) 4S\(^1\) 3d\(^{10}\),A,https://myschool.ng/classroom/chemistry/72202?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,37,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,"When s and p block elements react, the bond formed is",electrovalent,covalent,metallic,dative-covalent,A,https://myschool.ng/classroom/chemistry/72203?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,38,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The **hardest** form of carbon is,charcoal,coke,diamond,graphite,C,https://myschool.ng/classroom/chemistry/72204?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,39,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The metallic bonding in aluminium is strong because of large number of,delocalized electrons,immobile electrons,lone pair electrons,valence electrons,A,https://myschool.ng/classroom/chemistry/72205?exam_type=waec&exam_year=2024&type=obj&page=8
2024,8,40,diagram-based,,,https://myschool.ng/storage/serve/9Dmy5U4sHxRuZ72pPfaVW4Pee0LWbVDhsWtUTDbQ.png | https://myschool.ng/storage/serve/2sZxMb28vwJzG3eHEisOH92oDGpbXxzs8807aHtk.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,How many covalent bonds are formed by Nitrogen?,1,2,3,4,C,https://myschool.ng/classroom/chemistry/72206?exam_type=waec&exam_year=2024&type=obj&page=8
2024,9,41,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,"When an element exists in two or more forms in the same physical state, it exhibits",isotopy,allotropy,isobars,isomerism,B,https://myschool.ng/classroom/chemistry/72207?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,42,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,An atom of an element in the ground state contains 8 valence electrons. The element is considered as a,metal,semi-metal,noble gas,halogen,C,https://myschool.ng/classroom/chemistry/72208?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,43,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,The **main** function of limestone in the blast furnace during the extraction of iron is to,act as catalyst,remove impurities,act as a reducing agent,supply Carbon(IV) oxide,B,https://myschool.ng/classroom/chemistry/72209?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,44,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,Which of the following is a monomer of polythene?,Ethanol,Vinyl chloride,Ethene,Ethane,C,https://myschool.ng/classroom/chemistry/72210?exam_type=waec&exam_year=2024&type=obj&page=9
2024,9,45,diagram-based,,,https://myschool.ng/storage/serve/bPQkdn3HjQoJibS2jBvlUfxZrF7dVBlO4PnfE6hs.png | https://myschool.ng/storage/serve/r0Y7i84BLlLyRnwn1qtuojPBLxfW5NOMxmJiWDzQ.png | https://myschool.ng/storage/serve/gY5ybf8PuaQgRsrpNJIQYWgHjqCDvOCzpBatR4LA.png,Which of the following compounds is formed by the oxidation of ethanol?,C\(_2\)H\(_4\)CO\(_2\)H,C\(_2\)H\(_5\)OH,CH\(_3\)OH,CH\(_3\)CO\(_2\)H,D,https://myschool.ng/classroom/chemistry/72211?exam_type=waec&exam_year=2024&type=obj&page=9
