Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2022,6,28,objective,,,,Which summit drew the road map for the implementation of the African Union?,Sirte Summit,Lusaka Summit,Lome Summit,Lagos summit,B,https://myschool.ng/classroom/government/63046?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,29,objective,,,,One of the benefits which the West African state derives from the United Nations is,equal opportunities of appointments to its highest office,permanent membership of the Security Council,greater access to all the organs of the United Nations,total eradication of poverty from the African continent,A,https://myschool.ng/classroom/government/63047?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,30,objective,,,,The Atlantic Charter gave birth to the,Commonwealth of Nations,Allied powers,United Nations,North Atlantic Treaty Organisation,C,https://myschool.ng/classroom/government/63049?exam_type=waec&exam_year=2022&type=obj&page=6
2022,7,31,objective,,,,Which of the following factors does not influence a country's foreign policy?,Human resources,Geographical location,System of education and number of universities,International laws and conventions,C,https://myschool.ng/classroom/government/63050?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,32,objective,,,,In which political system does the government control every aspect of a citizen's life?,communism,Dictatorship,Totalitarianism,Aristocracy,C,https://myschool.ng/classroom/government/63051?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,33,objective,,,,The administrative head of the ministry is the,official of the ruling government,general manager,permanent secretary,chief coordinating officer,C,https://myschool.ng/classroom/government/63052?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,34,objective,,,,The sovereignty of a state can be limited to a great extent by,Rule of law,separation of powers,International Laws and conventions,Legislative Assembly,C,https://myschool.ng/classroom/government/63061?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,35,objective,,,,A coalition government is a common feature of a,two party systems,multi-party system,one party system,non-party system,B,https://myschool.ng/classroom/government/63063?exam_type=waec&exam_year=2022&type=obj&page=7
2022,8,36,objective,,,,The appointment of judges is based on the recommendation of the,Civil Service Commission,Public Service Commission,Eminent persons in society,Judicial Service Commission,D,https://myschool.ng/classroom/government/63064?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,37,objective,,,,Which of the following options is not a function of political parties?,Policy implementation,Political socialisation,Political education,Aggregation of interest,A,https://myschool.ng/classroom/government/63065?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,38,theory,,,,"In an election, a secret ballot is described as the process where the voter",is screened off to conceal the vote,cast the vote in a sealed box,is searched before casting the vote,,B,https://myschool.ng/classroom/government/63067?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,39,objective,,,,In which system of government does the legislature pass a vote of no confidence in the government?,Federal,Cabinet,De jure,Monarchical,B,https://myschool.ng/classroom/government/63068?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,40,objective,,,,The concept of social justice implies that the state must ensure,sharing of political power with opponents,security for multi- national businesses,equality of citizens,fairmess to foreign nationals,C,https://myschool.ng/classroom/government/63070?exam_type=waec&exam_year=2022&type=obj&page=8
2022,9,41,objective,,,,The basic human right of citizens in a state are,"freedom of movement, free education and free health","free social services, speech and religion","right to life, liberty and property","Right to higher education, property and freedom of thought",C,https://myschool.ng/classroom/government/63079?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,42,objective,,,,A quasi-federal structure is so arranged in order for the,citizens to have dual allegiance and dual citizenship,component units to breakaway at will,,president to amend the constitution at will,A,https://myschool.ng/classroom/government/63083?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,43,objective,,,,"When a superior court declares an action of the executive ultra-vires, it means that",the executive should leave power,a vote of no confidence had been passed on the government,the judiciary is more powerful than the executive,the action is illegal and of no effect,D,https://myschool.ng/classroom/government/63090?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,44,objective,,,,Which of the following options does not constitute the main objectives of the United Nations?,The maintenance of international peace and security,The promotion of the well-being of the peoples of the world,International cooperation,The use of force to comply with its provisions,D,https://myschool.ng/classroom/government/63115?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,45,objective,,,,The Economic Community of West African States was established with the following aims except to,use force to depose unconstitutional regimes,improve the living standard of its people,contribute to the progress and development of the African continent,foster relations among membe states,A,https://myschool.ng/classroom/government/63116?exam_type=waec&exam_year=2022&type=obj&page=9
2022,10,46,objective,,,,"The process of international integration arising from the inter-change of world views, products, ideas and other aspects of culture is known as",national interest,globalisation,geopolitics,interest aggregation,B,https://myschool.ng/classroom/government/63118?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,47,objective,,,,One negative effect of colonialism on the people of West Africa over the years is the,introduction of modern idea of governance,creation of large political units,change of the socio-political systems of living,development of political institutions,B,https://myschool.ng/classroom/government/63119?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,48,objective,,,,The Council of Elders in the pre-colonial political institutions of West Africa best served on the Council as,warriors of the state,go-between the gods and the people,custodians of the wealth of the state,representative of the commoners,D,https://myschool.ng/classroom/government/63120?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,49,objective,,,,Public corporations are struggling in the West African States as a result of,heavy social and political cost,private-public partnership,public scrutiny and accountability,direct foreign investment,C,https://myschool.ng/classroom/government/63122?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,50,objective,,,,The following options are today the biggest threat to the democracy of West African States except,election disputes and related violence,military intervention in politics,youth unemployment,non involvement of traditional rulers in politics.,D,https://myschool.ng/classroom/government/63124?exam_type=waec&exam_year=2022&type=obj&page=10
